am,lf,evalue
409820,TRINITY_DN8221_c0_g1,7e-103
410130,TRINITY_DN9904_c0_g1,3e-76
552319,TRINITY_DN12014_c0_g1,0.0
408649,TRINITY_DN23481_c0_g1,1e-98
410798,TRINITY_DN3077_c0_g1,3e-78
100577927,TRINITY_DN10928_c0_g1,0.0
410796,TRINITY_DN20236_c0_g1,0.0
410795,TRINITY_DN13808_c4_g1,0.0
408648,TRINITY_DN11956_c0_g1,3e-88
410793,TRINITY_DN14164_c3_g1,0.0
410792,TRINITY_DN11778_c0_g1,0.0
413787,TRINITY_DN12644_c0_g1,0.0
413940,TRINITY_DN12079_c0_g1,0.0
410133,TRINITY_DN32226_c0_g1,1e-165
726304,TRINITY_DN917_c0_g2,1e-159
410132,TRINITY_DN14023_c3_g8,0.0
410000,TRINITY_DN9733_c0_g2,1e-113
410799,TRINITY_DN7419_c0_g1,0.0
726375,TRINITY_DN15822_c0_g1,6e-19
408650,TRINITY_DN11895_c0_g1,0.0
726419,TRINITY_DN14314_c0_g1,3e-118
408653,TRINITY_DN5270_c0_g1,0.0
408655,TRINITY_DN9410_c0_g1,0.0
726478,TRINITY_DN4311_c0_g1,0.0
410801,TRINITY_DN10456_c0_g1,2e-69
410802,TRINITY_DN635_c0_g1,0.0
551687,TRINITY_DN10697_c0_g1,0.0
551653,TRINITY_DN3766_c0_g1,3e-167
410803,TRINITY_DN3766_c0_g1,0.0
408656,TRINITY_DN9676_c0_g1,0.0
410804,TRINITY_DN10185_c0_g1,0.0
408657,TRINITY_DN12242_c0_g1,0.0
410805,TRINITY_DN13636_c0_g1,0.0
410806,TRINITY_DN13913_c0_g1,0.0
411858,TRINITY_DN9127_c0_g1,0.0
411859,TRINITY_DN7269_c0_g1,0.0
409900,TRINITY_DN12876_c0_g1,0.0
413416,TRINITY_DN12888_c0_g1,0.0
102655950,TRINITY_DN9078_c0_g1,3e-126
409286,TRINITY_DN12536_c0_g1,0.0
411365,TRINITY_DN13952_c0_g1,0.0
552297,TRINITY_DN10271_c0_g1,0.0
724164,TRINITY_DN10646_c0_g1,1e-50
409703,TRINITY_DN5696_c0_g2,0.0
724301,TRINITY_DN8262_c0_g1,2e-95
412979,TRINITY_DN153_c0_g1,0.0
552234,TRINITY_DN18622_c0_g1,2e-167
102653952,TRINITY_DN1789_c0_g2,2e-42
412708,TRINITY_DN9260_c0_g1,1e-116
552139,TRINITY_DN9260_c1_g1,3e-113
100577228,TRINITY_DN11701_c0_g1,6e-160
724602,TRINITY_DN7918_c0_g1,0.0
100577743,TRINITY_DN10568_c0_g3,7e-05
100577678,TRINITY_DN11236_c0_g1,2e-08
552148,TRINITY_DN28999_c0_g1,6e-96
409888,TRINITY_DN13670_c0_g1,0.0
413394,TRINITY_DN65_c0_g1,4e-139
413393,TRINITY_DN6638_c0_g3,2e-144
552022,TRINITY_DN12471_c0_g1,0.0
413391,TRINITY_DN33384_c0_g1,3e-22
413390,TRINITY_DN13644_c0_g1,0.0
413389,TRINITY_DN13306_c0_g2,0.0
413388,TRINITY_DN14096_c0_g2,0.0
408764,TRINITY_DN13752_c1_g1,0.0
408764,TRINITY_DN13752_c1_g1,8e-24
408764,TRINITY_DN13752_c1_g1,1e-11
408763,TRINITY_DN12906_c5_g2,0.0
100577300,TRINITY_DN1983_c0_g1,7e-86
551850,TRINITY_DN2891_c0_g2,3e-85
410976,TRINITY_DN15013_c0_g1,4e-49
410967,TRINITY_DN10770_c0_g1,5e-75
100576467,TRINITY_DN509_c0_g1,8e-63
551043,TRINITY_DN6750_c0_g1,0.0
551083,TRINITY_DN15900_c0_g1,1e-127
410968,TRINITY_DN13012_c0_g1,0.0
410969,TRINITY_DN11111_c0_g2,1e-159
551217,TRINITY_DN11675_c0_g3,4e-119
724920,TRINITY_DN9355_c0_g1,5e-51
408758,TRINITY_DN6124_c0_g1,0.0
725036,TRINITY_DN3037_c0_g1,1e-95
551291,TRINITY_DN13556_c0_g1,0.0
724809,TRINITY_DN4070_c0_g1,0.0
412464,TRINITY_DN12433_c0_g1,0.0
551396,TRINITY_DN11906_c0_g1,0.0
551430,TRINITY_DN9820_c0_g1,0.0
551458,TRINITY_DN13594_c3_g2,1e-128
413812,TRINITY_DN13409_c2_g1,0.0
724510,TRINITY_DN11056_c0_g2,0.0
413810,TRINITY_DN11567_c0_g1,4e-178
410076,TRINITY_DN9163_c0_g1,0.0
411404,TRINITY_DN12271_c0_g1,0.0
100577120,TRINITY_DN15181_c0_g1,3e-63
551655,TRINITY_DN9212_c0_g1,3e-149
411403,TRINITY_DN5185_c0_g2,3e-55
413708,TRINITY_DN10798_c0_g1,0.0
409587,TRINITY_DN9175_c0_g1,0.0
724212,TRINITY_DN5165_c0_g1,0.0
102654919,TRINITY_DN6111_c0_g2,0.0
412295,TRINITY_DN15013_c0_g1,2e-96
412294,TRINITY_DN6390_c0_g1,5e-83
552493,TRINITY_DN5362_c0_g2,6e-113
413448,TRINITY_DN9345_c0_g1,0.0
100577638,TRINITY_DN11192_c0_g1,7e-159
411563,TRINITY_DN6725_c0_g1,0.0
411564,TRINITY_DN13680_c1_g1,3e-28
408759,TRINITY_DN3693_c0_g1,2e-136
410970,TRINITY_DN13924_c1_g1,0.0
408762,TRINITY_DN13924_c1_g1,0.0
725829,TRINITY_DN13827_c0_g1,0.0
725791,TRINITY_DN7592_c0_g1,2e-123
408761,TRINITY_DN7761_c0_g1,0.0
410973,TRINITY_DN6110_c0_g1,8e-93
408760,TRINITY_DN8373_c0_g2,0.0
410972,TRINITY_DN828_c0_g1,0.0
100578226,TRINITY_DN11568_c1_g1,0.0
551057,TRINITY_DN5935_c0_g2,0.0
410975,TRINITY_DN6700_c0_g2,0.0
412420,TRINITY_DN10049_c0_g1,2e-55
552489,TRINITY_DN10049_c0_g1,0.0
412524,TRINITY_DN10479_c0_g1,2e-166
726857,TRINITY_DN5100_c0_g1,6e-20
726870,TRINITY_DN11549_c0_g1,0.0
552551,TRINITY_DN935_c0_g1,2e-36
552563,TRINITY_DN5850_c0_g1,0.0
552573,TRINITY_DN13092_c0_g1,0.0
100577681,TRINITY_DN14120_c2_g9,0.0
552629,TRINITY_DN10777_c0_g2,9e-141
552613,TRINITY_DN184_c1_g1,2e-170
552603,TRINITY_DN9938_c0_g1,7e-131
413363,TRINITY_DN11231_c0_g1,0.0
412159,TRINITY_DN918_c0_g1,0.0
412160,TRINITY_DN35951_c0_g1,1e-144
724128,TRINITY_DN9936_c0_g3,5e-101
551539,TRINITY_DN6140_c0_g1,1e-48
410961,TRINITY_DN9763_c0_g1,0.0
595137,TRINITY_DN10073_c1_g1,3e-151
551616,TRINITY_DN11974_c0_g1,0.0
409443,TRINITY_DN9779_c0_g1,0.0
412341,TRINITY_DN13318_c0_g1,0.0
412342,TRINITY_DN7141_c0_g2,0.0
726071,TRINITY_DN9025_c0_g1,0.0
409132,TRINITY_DN9196_c0_g1,4e-118
406079,TRINITY_DN10254_c0_g1,0.0
409131,TRINITY_DN27700_c0_g1,0.0
409130,TRINITY_DN1524_c0_g1,4e-93
411412,TRINITY_DN13235_c0_g2,0.0
411411,TRINITY_DN27492_c0_g1,3e-118
726232,TRINITY_DN5094_c0_g1,1e-64
414029,TRINITY_DN5121_c0_g1,0.0
414029,TRINITY_DN5121_c0_g1,6e-55
552647,TRINITY_DN13470_c0_g1,0.0
413948,TRINITY_DN8300_c0_g1,2e-31
413498,TRINITY_DN14021_c0_g2,1e-152
413376,TRINITY_DN9851_c0_g1,0.0
413376,TRINITY_DN9851_c0_g1,4e-100
552601,TRINITY_DN8806_c0_g1,1e-136
409498,TRINITY_DN23822_c0_g1,0.0
412459,TRINITY_DN6477_c0_g1,0.0
726496,TRINITY_DN9937_c0_g1,2e-144
725931,TRINITY_DN11915_c0_g1,0.0
725894,TRINITY_DN5733_c0_g2,1e-151
410964,TRINITY_DN12900_c0_g1,1e-120
410965,TRINITY_DN12900_c0_g1,0.0
408754,TRINITY_DN10079_c0_g1,7e-18
408755,TRINITY_DN10595_c0_g2,8e-102
725590,TRINITY_DN30094_c0_g1,7e-82
413874,TRINITY_DN6621_c0_g1,0.0
100577327,TRINITY_DN4005_c0_g1,2e-10
413987,TRINITY_DN7026_c0_g1,0.0
551916,TRINITY_DN8289_c0_g1,4e-89
551948,TRINITY_DN7658_c0_g1,2e-153
411492,TRINITY_DN14160_c1_g4,0.0
413194,TRINITY_DN10889_c0_g1,2e-131
412634,TRINITY_DN14126_c1_g1,0.0
412634,TRINITY_DN14126_c1_g1,2e-24
551607,TRINITY_DN23901_c0_g1,5e-82
409523,TRINITY_DN32126_c0_g2,8e-178
100576768,TRINITY_DN8957_c0_g1,0.0
410114,TRINITY_DN9398_c0_g1,0.0
551484,TRINITY_DN10309_c0_g1,0.0
411420,TRINITY_DN32731_c0_g1,9e-39
100576866,TRINITY_DN4450_c0_g1,0.0
409346,TRINITY_DN11904_c0_g1,0.0
409347,TRINITY_DN12806_c0_g1,0.0
412843,TRINITY_DN7240_c0_g2,0.0
409639,TRINITY_DN8896_c0_g2,0.0
412844,TRINITY_DN9729_c0_g1,2e-122
100577174,TRINITY_DN10226_c0_g1,0.0
100577174,TRINITY_DN10226_c0_g1,7e-08
412846,TRINITY_DN7400_c0_g1,2e-163
724947,TRINITY_DN11378_c0_g1,0.0
724810,TRINITY_DN11807_c0_g1,0.0
724778,TRINITY_DN10703_c0_g1,1e-45
409640,TRINITY_DN5578_c0_g1,0.0
552193,TRINITY_DN13294_c0_g1,0.0
412850,TRINITY_DN12113_c0_g1,0.0
102656758,TRINITY_DN32720_c0_g1,6e-15
724628,TRINITY_DN20035_c0_g1,2e-107
100577525,TRINITY_DN12789_c0_g2,0.0
552076,TRINITY_DN5619_c0_g2,3e-82
410093,TRINITY_DN3249_c0_g1,1e-59
413858,TRINITY_DN14137_c0_g5,0.0
410092,TRINITY_DN14744_c0_g1,0.0
551970,TRINITY_DN11361_c0_g1,0.0
410091,TRINITY_DN11328_c0_g1,0.0
409081,TRINITY_DN8997_c0_g2,0.0
411494,TRINITY_DN13080_c0_g1,0.0
102653966,TRINITY_DN13080_c0_g1,3e-07
102653966,TRINITY_DN13080_c0_g1,2e-05
411493,TRINITY_DN4533_c0_g1,8e-106
100578848,TRINITY_DN4923_c0_g3,7e-106
413738,TRINITY_DN27331_c0_g1,0.0
410045,TRINITY_DN3995_c0_g1,1e-122
410045,TRINITY_DN3995_c0_g1,1e-48
410045,TRINITY_DN3995_c0_g1,1e-45
410044,TRINITY_DN12978_c0_g1,0.0
102654331,TRINITY_DN6370_c0_g1,1e-168
552147,TRINITY_DN10395_c1_g1,0.0
409872,TRINITY_DN10523_c0_g1,0.0
552192,TRINITY_DN13307_c1_g1,2e-95
100576677,TRINITY_DN8361_c0_g1,6e-83
413341,TRINITY_DN13360_c1_g1,0.0
410940,TRINITY_DN12914_c0_g1,0.0
552278,TRINITY_DN9012_c0_g1,0.0
410941,TRINITY_DN12888_c1_g1,0.0
102655318,TRINITY_DN12888_c0_g1,3e-76
724853,TRINITY_DN35943_c0_g1,1e-91
410943,TRINITY_DN10726_c1_g1,0.0
100577885,TRINITY_DN36264_c0_g1,2e-45
412883,TRINITY_DN7832_c0_g1,4e-29
550964,TRINITY_DN13967_c6_g1,0.0
551042,TRINITY_DN7065_c0_g1,4e-43
409653,TRINITY_DN7065_c0_g1,0.0
724129,TRINITY_DN6993_c0_g1,0.0
551216,TRINITY_DN13069_c0_g1,0.0
409335,TRINITY_DN13685_c1_g1,2e-161
726633,TRINITY_DN11272_c0_g1,0.0
100578296,TRINITY_DN435_c0_g2,2e-143
551365,TRINITY_DN3925_c0_g1,2e-155
100578339,TRINITY_DN6043_c0_g2,0.0
726584,TRINITY_DN11306_c0_g2,9e-46
726529,TRINITY_DN11638_c0_g1,0.0
410950,TRINITY_DN11910_c1_g1,0.0
102654169,TRINITY_DN1066_c0_g2,8e-59
410949,TRINITY_DN4231_c0_g1,2e-152
100578399,TRINITY_DN6428_c0_g2,1e-54
410948,TRINITY_DN8752_c0_g2,0.0
410947,TRINITY_DN36338_c0_g1,0.0
726409,TRINITY_DN28897_c0_g2,3e-133
100576901,TRINITY_DN6071_c0_g2,0.0
551714,TRINITY_DN13829_c0_g1,0.0
410944,TRINITY_DN5510_c0_g1,5e-153
410944,TRINITY_DN5510_c0_g1,5e-10
410951,TRINITY_DN8102_c0_g3,1e-176
726282,TRINITY_DN14229_c1_g2,6e-73
408748,TRINITY_DN5170_c1_g1,2e-120
410952,TRINITY_DN4020_c0_g1,4e-167
410953,TRINITY_DN11796_c0_g1,0.0
726033,TRINITY_DN14761_c0_g1,1e-59
409865,TRINITY_DN13352_c0_g1,0.0
413314,TRINITY_DN10320_c0_g1,1e-158
413313,TRINITY_DN9467_c0_g1,5e-132
725959,TRINITY_DN9666_c0_g2,2e-96
551171,TRINITY_DN9694_c0_g1,8e-90
410960,TRINITY_DN13426_c0_g1,0.0
410959,TRINITY_DN379_c0_g1,2e-79
410958,TRINITY_DN10158_c0_g1,0.0
408752,TRINITY_DN6616_c0_g2,0.0
725830,TRINITY_DN7085_c0_g1,0.0
410957,TRINITY_DN10464_c0_g1,0.0
100576290,TRINITY_DN10464_c0_g2,4e-177
408751,TRINITY_DN12962_c0_g1,7e-107
408750,TRINITY_DN13610_c0_g1,0.0
408749,TRINITY_DN13878_c0_g1,0.0
410956,TRINITY_DN36453_c0_g1,1e-114
725664,TRINITY_DN13104_c0_g2,4e-07
100577242,TRINITY_DN14076_c0_g1,7e-107
725792,TRINITY_DN34593_c0_g1,3e-52
102655392,TRINITY_DN8888_c0_g1,1e-18
102655392,TRINITY_DN8888_c0_g1,1e-17
410938,TRINITY_DN13678_c0_g1,0.0
409968,TRINITY_DN13315_c0_g1,0.0
551745,TRINITY_DN10865_c0_g1,0.0
100578314,TRINITY_DN32562_c0_g1,3e-176
410936,TRINITY_DN13492_c0_g1,0.0
408742,TRINITY_DN31785_c0_g1,0.0
413490,TRINITY_DN5386_c0_g1,0.0
412929,TRINITY_DN13934_c0_g1,1e-107
411904,TRINITY_DN13934_c0_g1,0.0
411903,TRINITY_DN9315_c0_g1,0.0
100576502,TRINITY_DN7146_c0_g1,3e-105
726147,TRINITY_DN10765_c0_g2,1e-108
410027,TRINITY_DN12778_c0_g1,4e-167
413689,TRINITY_DN13703_c0_g1,0.0
412855,TRINITY_DN6608_c0_g1,0.0
551654,TRINITY_DN6018_c0_g1,8e-86
409642,TRINITY_DN11716_c0_g1,0.0
409643,TRINITY_DN7641_c0_g1,1e-147
552510,TRINITY_DN9546_c0_g1,3e-169
552519,TRINITY_DN13477_c1_g2,0.0
552539,TRINITY_DN8802_c0_g1,7e-117
724343,TRINITY_DN8802_c0_g1,1e-43
552571,TRINITY_DN13832_c0_g1,0.0
413997,TRINITY_DN12776_c0_g1,1e-68
552590,TRINITY_DN2639_c0_g1,9e-176
411893,TRINITY_DN33574_c0_g1,3e-88
409256,TRINITY_DN11201_c0_g1,0.0
409255,TRINITY_DN11325_c0_g1,0.0
751102,TRINITY_DN1152_c0_g1,4e-136
410007,TRINITY_DN12977_c0_g1,0.0
724695,TRINITY_DN12173_c0_g1,0.0
411931,TRINITY_DN12173_c0_g1,6e-69
100578116,TRINITY_DN12245_c1_g1,0.0
411930,TRINITY_DN12008_c0_g1,1e-131
411376,TRINITY_DN13610_c0_g1,0.0
726385,TRINITY_DN8190_c0_g1,2e-109
726365,TRINITY_DN10274_c0_g1,9e-90
550991,TRINITY_DN23765_c0_g2,0.0
552093,TRINITY_DN6460_c0_g1,2e-145
409893,TRINITY_DN9582_c0_g1,0.0
413404,TRINITY_DN5611_c0_g1,0.0
551375,TRINITY_DN13016_c0_g1,0.0
725037,TRINITY_DN10394_c0_g1,5e-15
725037,TRINITY_DN10394_c0_g1,5e-14
409965,TRINITY_DN13440_c0_g1,0.0
413889,TRINITY_DN31626_c0_g1,0.0
409295,TRINITY_DN8433_c0_g1,9e-176
724921,TRINITY_DN13506_c0_g1,3e-96
551331,TRINITY_DN9274_c0_g1,0.0
551256,TRINITY_DN13270_c0_g1,1e-127
551215,TRINITY_DN13270_c0_g1,2e-87
725060,TRINITY_DN10168_c0_g1,2e-94
551169,TRINITY_DN11350_c0_g1,2e-159
503861,TRINITY_DN11350_c0_g1,0.0
551041,TRINITY_DN11712_c0_g1,0.0
412111,TRINITY_DN10046_c0_g1,0.0
102656384,TRINITY_DN13642_c1_g2,1e-35
725326,TRINITY_DN13642_c1_g2,4e-101
102653935,TRINITY_DN12532_c0_g1,1e-142
550808,TRINITY_DN12532_c0_g1,0.0
725474,TRINITY_DN11134_c0_g1,0.0
408741,TRINITY_DN8480_c0_g1,0.0
100578888,TRINITY_DN11010_c0_g1,0.0
100578925,TRINITY_DN19516_c0_g1,1e-144
725699,TRINITY_DN14036_c0_g1,3e-155
408740,TRINITY_DN11248_c0_g1,0.0
100576098,TRINITY_DN5433_c0_g3,5e-58
100577178,TRINITY_DN2327_c0_g1,2e-12
410933,TRINITY_DN10948_c0_g2,9e-45
725960,TRINITY_DN12097_c3_g12,7e-05
726042,TRINITY_DN7149_c0_g1,6e-28
100577224,TRINITY_DN7149_c0_g1,3e-06
726099,TRINITY_DN10265_c0_g1,3e-71
726130,TRINITY_DN38834_c0_g1,1e-68
726158,TRINITY_DN12423_c0_g1,0.0
100577253,TRINITY_DN12399_c0_g1,2e-87
100577253,TRINITY_DN12399_c0_g1,1e-50
406066,TRINITY_DN11372_c0_g1,0.0
726252,TRINITY_DN12777_c0_g1,2e-132
726252,TRINITY_DN12777_c0_g1,1e-15
726252,TRINITY_DN12777_c0_g1,1e-07
409795,TRINITY_DN12708_c0_g1,0.0
413655,TRINITY_DN7080_c0_g1,0.0
724214,TRINITY_DN7572_c0_g2,0.0
724256,TRINITY_DN9615_c0_g1,2e-117
100577293,TRINITY_DN6581_c0_g3,2e-41
409906,TRINITY_DN35896_c0_g1,0.0
551896,TRINITY_DN2612_c0_g1,1e-153
102654488,TRINITY_DN5913_c0_g1,2e-103
551874,TRINITY_DN13291_c0_g1,8e-166
724557,TRINITY_DN13291_c0_g1,0.0
551827,TRINITY_DN11533_c0_g1,3e-162
724651,TRINITY_DN36592_c0_g1,1e-152
724651,TRINITY_DN36592_c0_g1,3e-07
724779,TRINITY_DN3816_c0_g2,0.0
551744,TRINITY_DN23692_c0_g1,0.0
411896,TRINITY_DN11608_c0_g2,0.0
551712,TRINITY_DN11516_c0_g1,0.0
100577574,TRINITY_DN11516_c0_g1,1e-127
724885,TRINITY_DN1483_c0_g2,2e-154
413089,TRINITY_DN10178_c0_g1,0.0
413829,TRINITY_DN11844_c0_g1,1e-148
410094,TRINITY_DN1550_c0_g1,3e-122
412002,TRINITY_DN7800_c0_g1,0.0
725122,TRINITY_DN12336_c0_g1,0.0
102654187,TRINITY_DN12336_c0_g1,1e-36
551125,TRINITY_DN4246_c0_g2,2e-90
551168,TRINITY_DN11555_c0_g1,0.0
551168,TRINITY_DN11555_c0_g1,7e-41
551168,TRINITY_DN11555_c0_g1,5e-35
551168,TRINITY_DN11555_c0_g1,8e-15
409404,TRINITY_DN6493_c0_g1,8e-47
412256,TRINITY_DN14012_c0_g1,0.0
412177,TRINITY_DN13831_c0_g1,0.0
412265,TRINITY_DN11851_c0_g1,0.0
725400,TRINITY_DN11271_c1_g1,0.0
409406,TRINITY_DN7744_c0_g1,5e-86
412266,TRINITY_DN14700_c0_g1,2e-88
412267,TRINITY_DN5715_c0_g1,0.0
551457,TRINITY_DN5661_c0_g3,3e-150
551478,TRINITY_DN13318_c0_g1,0.0
551509,TRINITY_DN13797_c0_g1,9e-155
551538,TRINITY_DN13935_c3_g1,0.0
551597,TRINITY_DN12985_c2_g1,3e-180
410926,TRINITY_DN34009_c0_g1,1e-58
410117,TRINITY_DN11610_c0_g1,0.0
552021,TRINITY_DN30535_c0_g1,2e-48
413791,TRINITY_DN13895_c0_g1,0.0
409856,TRINITY_DN11388_c0_g1,0.0
726043,TRINITY_DN1633_c0_g1,2e-130
413288,TRINITY_DN23840_c0_g1,0.0
413289,TRINITY_DN34103_c0_g1,3e-88
413289,TRINITY_DN34103_c0_g1,3e-09
413289,TRINITY_DN34103_c0_g1,7e-07
413289,TRINITY_DN34103_c0_g1,4e-05
409857,TRINITY_DN6253_c0_g1,5e-153
551826,TRINITY_DN9575_c0_g1,0.0
412923,TRINITY_DN6518_c0_g1,0.0
100578771,TRINITY_DN10437_c0_g1,4e-73
551521,TRINITY_DN3636_c0_g1,0.0
100578233,TRINITY_DN11261_c0_g1,4e-169
410079,TRINITY_DN9635_c0_g1,4e-89
412243,TRINITY_DN11969_c0_g2,0.0
725167,TRINITY_DN11816_c0_g1,2e-100
551124,TRINITY_DN8564_c0_g1,0.0
410918,TRINITY_DN8335_c0_g1,0.0
102655259,TRINITY_DN12672_c0_g1,0.0
410920,TRINITY_DN12672_c0_g1,0.0
102655189,TRINITY_DN12147_c0_g1,1e-49
725401,TRINITY_DN9692_c1_g1,5e-09
410922,TRINITY_DN9980_c0_g1,0.0
725508,TRINITY_DN13428_c4_g1,0.0
725508,TRINITY_DN13428_c4_g1,2e-145
100578530,TRINITY_DN6437_c0_g1,3e-40
724886,TRINITY_DN11691_c0_g2,0.0
551408,TRINITY_DN11691_c0_g1,1e-180
406074,TRINITY_DN13781_c0_g1,5e-15
408733,TRINITY_DN11705_c0_g1,4e-100
550667,TRINITY_DN11068_c0_g1,0.0
408734,TRINITY_DN11068_c0_g1,0.0
724652,TRINITY_DN13871_c0_g1,3e-97
551537,TRINITY_DN13871_c0_g1,1e-129
724558,TRINITY_DN12307_c0_g1,2e-35
410923,TRINITY_DN13398_c1_g2,0.0
410924,TRINITY_DN3699_c0_g1,0.0
410925,TRINITY_DN37236_c0_g1,2e-34
724344,TRINITY_DN10437_c0_g1,0.0
100577576,TRINITY_DN28446_c0_g1,2e-15
100577513,TRINITY_DN18787_c0_g1,1e-16
725932,TRINITY_DN14492_c0_g1,4e-29
100578109,TRINITY_DN9285_c0_g1,0.0
100576366,TRINITY_DN12083_c0_g1,1e-169
552802,TRINITY_DN7919_c0_g1,2e-41
410072,TRINITY_DN32294_c0_g2,0.0
413805,TRINITY_DN5344_c0_g1,0.0
410073,TRINITY_DN3626_c0_g1,0.0
100576333,TRINITY_DN3063_c0_g1,0.0
100576333,TRINITY_DN3063_c0_g1,2e-10
412599,TRINITY_DN3715_c0_g2,0.0
551235,TRINITY_DN8677_c0_g1,0.0
552811,TRINITY_DN2734_c0_g2,0.0
414002,TRINITY_DN4077_c0_g1,5e-123
414002,TRINITY_DN4077_c0_g1,3e-42
100576104,TRINITY_DN9672_c0_g2,8e-150
412616,TRINITY_DN12136_c0_g1,0.0
724166,TRINITY_DN7603_c0_g1,3e-60
552412,TRINITY_DN9369_c0_g1,0.0
412956,TRINITY_DN14306_c0_g1,6e-81
100578040,TRINITY_DN1523_c0_g2,0.0
413817,TRINITY_DN8315_c0_g1,0.0
724559,TRINITY_DN12062_c0_g1,0.0
100578706,TRINITY_DN12811_c0_g1,0.0
724737,TRINITY_DN5501_c0_g1,0.0
724780,TRINITY_DN11257_c0_g1,1e-140
408730,TRINITY_DN10133_c0_g1,0.0
408729,TRINITY_DN23654_c0_g1,0.0
410916,TRINITY_DN11658_c0_g1,2e-179
408728,TRINITY_DN11357_c0_g2,3e-137
408727,TRINITY_DN10857_c0_g1,0.0
552149,TRINITY_DN8098_c0_g1,5e-140
410915,TRINITY_DN9734_c0_g1,5e-143
725061,TRINITY_DN11824_c0_g1,0.0
410913,TRINITY_DN13297_c2_g1,0.0
408726,TRINITY_DN18787_c0_g1,3e-123
408726,TRINITY_DN18787_c0_g1,2e-08
413503,TRINITY_DN506_c0_g2,2e-106
551949,TRINITY_DN11814_c0_g1,0.0
551917,TRINITY_DN11814_c0_g1,2e-77
551875,TRINITY_DN14034_c0_g1,5e-108
100576620,TRINITY_DN12587_c1_g1,2e-118
410911,TRINITY_DN10235_c0_g1,0.0
725433,TRINITY_DN13733_c0_g1,0.0
725433,TRINITY_DN13733_c0_g1,3e-32
408725,TRINITY_DN19097_c0_g1,2e-167
410910,TRINITY_DN12688_c0_g1,0.0
725591,TRINITY_DN13011_c0_g1,0.0
725591,TRINITY_DN13011_c0_g1,1e-38
725591,TRINITY_DN13011_c0_g1,3e-38
725591,TRINITY_DN13011_c0_g1,7e-37
725591,TRINITY_DN13011_c0_g1,2e-35
725591,TRINITY_DN13011_c0_g1,3e-35
725591,TRINITY_DN13011_c0_g1,1e-31
725591,TRINITY_DN13011_c0_g1,8e-31
725591,TRINITY_DN13011_c0_g1,7e-25
725591,TRINITY_DN13011_c0_g1,1e-09
725591,TRINITY_DN13011_c0_g1,6e-06
725591,TRINITY_DN13011_c0_g1,4e-05
551715,TRINITY_DN9677_c0_g2,1e-162
100576872,TRINITY_DN10388_c0_g1,1e-148
412869,TRINITY_DN5606_c0_g1,1e-06
412868,TRINITY_DN11951_c0_g1,4e-170
412675,TRINITY_DN7564_c0_g1,0.0
412620,TRINITY_DN12698_c0_g1,0.0
408722,TRINITY_DN13281_c1_g1,7e-139
410905,TRINITY_DN3967_c0_g1,0.0
725991,TRINITY_DN10571_c0_g1,0.0
408724,TRINITY_DN9180_c0_g1,0.0
408723,TRINITY_DN14189_c3_g1,0.0
410907,TRINITY_DN9996_c0_g1,0.0
410906,TRINITY_DN12568_c0_g2,0.0
100577324,TRINITY_DN999_c0_g1,2e-49
726188,TRINITY_DN33099_c0_g1,1e-99
551510,TRINITY_DN34175_c0_g1,6e-81
551540,TRINITY_DN9610_c0_g1,0.0
726283,TRINITY_DN27965_c0_g1,4e-60
408721,TRINITY_DN11034_c0_g1,1e-142
724131,TRINITY_DN651_c0_g1,5e-60
724167,TRINITY_DN12101_c0_g1,2e-90
724215,TRINITY_DN13700_c8_g1,0.0
551673,TRINITY_DN11367_c0_g1,0.0
551701,TRINITY_DN9721_c0_g1,0.0
551727,TRINITY_DN7701_c0_g1,4e-69
724382,TRINITY_DN18787_c0_g1,6e-43
412013,TRINITY_DN11854_c0_g1,4e-122
726394,TRINITY_DN31950_c0_g1,0.0
409306,TRINITY_DN11088_c0_g1,0.0
411557,TRINITY_DN31668_c0_g1,0.0
409324,TRINITY_DN11890_c0_g1,8e-138
412036,TRINITY_DN10075_c0_g1,0.0
552527,TRINITY_DN10149_c0_g1,0.0
552548,TRINITY_DN13734_c0_g1,0.0
412670,TRINITY_DN10634_c0_g1,0.0
727140,TRINITY_DN19484_c0_g1,2e-139
552608,TRINITY_DN32232_c0_g1,3e-67
726072,TRINITY_DN12603_c1_g1,1e-10
412690,TRINITY_DN12043_c0_g1,0.0
726100,TRINITY_DN14196_c5_g10,4e-48
409543,TRINITY_DN14383_c0_g1,0.0
100576993,TRINITY_DN11085_c0_g1,0.0
412596,TRINITY_DN12378_c0_g1,0.0
551302,TRINITY_DN12970_c0_g2,5e-52
100576850,TRINITY_DN9403_c0_g1,0.0
726253,TRINITY_DN10323_c0_g1,8e-70
551403,TRINITY_DN10323_c0_g1,0.0
726305,TRINITY_DN8649_c0_g2,0.0
102656821,TRINITY_DN8405_c0_g1,3e-14
409337,TRINITY_DN9034_c0_g2,0.0
409905,TRINITY_DN12814_c0_g1,3e-171
100578955,TRINITY_DN13801_c0_g1,0.0
100578955,TRINITY_DN13801_c0_g1,1e-25
551746,TRINITY_DN36936_c0_g1,0.0
100576135,TRINITY_DN37566_c0_g1,6e-67
412993,TRINITY_DN19129_c0_g1,4e-127
727131,TRINITY_DN11599_c0_g1,2e-06
727131,TRINITY_DN11599_c0_g1,5e-06
100576476,TRINITY_DN7515_c0_g1,1e-05
411052,TRINITY_DN11686_c0_g1,0.0
411053,TRINITY_DN14207_c0_g1,0.0
