am,bt,evalue
551085,100645367,4e-166
411533,100645239,0.0
100576765,100648015,4e-127
551173,100647769,5e-151
726826,100647376,0.0
726826,100647376,4e-22
411531,100647571,1e-164
411529,100647257,0.0
726761,100647018,9e-82
726748,100647018,8e-13
726748,100647018,5e-07
726733,100646899,9e-53
726724,100646777,0.0
102654965,100642382,4e-16
102654965,100642382,2e-12
102654965,100642382,1e-11
102654965,100642382,9e-07
102654965,100642382,1e-05
102654965,100642382,2e-05
102654965,100642382,5e-05
408766,100646584,0.0
551511,100646464,1e-76
100576898,100646222,6e-85
412067,100646105,0.0
551599,100645870,0.0
551629,100644500,1e-52
552451,105665683,2e-143
412662,100645628,0.0
726080,100647140,0.0
726080,100647140,1e-118
725942,100646355,8e-37
413727,100643903,0.0
725878,100651653,0.0
411942,105665618,0.0
551515,100650613,0.0
551605,100648991,4e-128
724983,100647782,4e-157
551664,100645499,9e-139
412416,100642857,0.0
409495,100650854,6e-164
727483,100643009,2e-29
552614,100649187,2e-150
412589,100642875,0.0
727471,105665655,1e-158
726176,100650842,9e-66
102655942,105665644,1e-47
727528,100651073,0.0
727528,100651073,5e-79
102655898,105665646,0.0
413638,100651517,0.0
725793,100651752,0.0
413508,100651873,4e-143
410084,100651319,0.0
409560,100651635,0.0
412221,100651989,0.0
409394,100652110,0.0
409316,100647215,0.0
725645,100647496,3e-51
412727,100647726,0.0
406107,100648432,0.0
551691,100648089,0.0
725546,100647962,0.0
408815,100647842,0.0
551257,100648857,2e-133
411044,100648743,0.0
551852,100649287,4e-116
409110,100649619,0.0
102654465,105665678,0.0
725207,100649495,0.0
413400,100650073,0.0
413399,100650196,0.0
408817,100650318,0.0
406088,100649251,1e-13
100577614,100643037,9e-102
552078,100643156,0.0
552078,100643156,4e-77
411045,100650878,8e-142
411046,100650999,0.0
100578887,100650999,3e-23
552171,100643280,8e-134
409794,100651743,2e-38
724738,100651559,0.0
550671,100631048,2e-165
550748,100648201,0.0
724531,105665663,3e-40
102656291,100647893,3e-104
411640,100647256,0.0
100578773,100647139,0.0
100578773,100647139,3e-39
100578773,100647139,3e-26
100578773,100647139,6e-21
102656142,100651279,0.0
724383,100647017,0.0
411047,100646898,0.0
408818,100646701,0.0
411048,100646339,0.0
724189,100646463,1e-57
411049,100651036,1e-159
411049,100651036,1e-32
102653782,105666813,9e-24
102656185,105666813,7e-25
100576383,105666813,2e-29
102653577,105665636,1e-08
102656904,105666813,3e-25
102656221,100645397,8e-11
727063,105666813,1e-25
409174,100646409,0.0
409172,100645075,0.0
409173,100646291,0.0
102653955,100646620,4e-58
411619,100645942,0.0
409134,100646058,0.0
100576272,100645709,0.0
552138,100645590,9e-146
102654345,105665689,2e-74
551722,100650011,0.0
551355,100650375,0.0
725266,100650741,2e-45
725341,100650859,7e-155
726073,100650499,0.0
726044,100642299,0.0
102654825,100642299,0.0
409833,100652327,0.0
725992,100643825,0.0
413440,100651971,0.0
413440,100651971,3e-05
551672,100652211,0.0
725896,100652092,0.0
551614,100646495,1e-39
725904,100644577,6e-122
411468,100649040,5e-23
413884,100643509,2e-47
102655796,105666983,2e-33
409588,100642830,0.0
411037,100646861,7e-131
100577876,100646979,5e-144
411038,100646738,0.0
726421,100645190,0.0
726410,100646409,9e-121
102655153,105665690,9e-66
725794,100642919,3e-162
100576163,100643034,2e-49
413112,100649132,0.0
100577562,100643644,0.0
413113,105665671,0.0
725547,100643884,2e-163
725509,100644125,7e-130
100578248,100643759,0.0
100578672,100642324,4e-112
409776,100642202,0.0
551656,100644363,1e-71
725327,100644248,0.0
413115,100644481,1e-100
725254,100644599,0.0
725209,100642446,0.0
413117,100644716,0.0
724830,105665673,0.0
100578996,100645074,7e-138
724793,100644959,3e-108
408805,100645318,0.0
102654580,100645749,0.0
411026,105667041,0.0
100576125,100646971,0.0
724888,100650678,0.0
102654975,105665649,7e-129
411028,100647444,0.0
408807,100642443,2e-149
408808,100643798,0.0
100576361,100650956,1e-96
100578446,100648781,0.0
552077,100643154,0.0
724472,100651363,0.0
551012,100651480,0.0
412703,100651716,0.0
408809,100651833,0.0
724303,100652035,7e-69
413371,100642241,0.0
409884,100642633,0.0
409883,100642363,0.0
725253,100642752,6e-58
725208,100651875,0.0
100578579,100651991,0.0
102655228,105667077,3e-76
100577492,100652112,0.0
100577527,100642993,3e-47
102656583,105665670,2e-156
725011,100645046,9e-126
100577725,100645163,3e-38
724971,100644923,0.0
412801,100648819,0.0
408810,100648358,0.0
411030,100648243,0.0
100577976,105665698,7e-18
100578714,100647929,0.0
724604,105665692,0.0
724604,105665692,2e-95
724604,105665692,5e-69
724604,105665692,2e-65
724604,105665692,3e-27
724604,105665692,1e-23
724604,105665692,9e-19
724604,105665692,5e-13
724604,105665692,4e-09
724511,105665692,2e-102
724511,105665692,2e-10
102654889,100647692,0.0
102654858,105665695,4e-48
102654818,100648129,7e-45
102654773,100647692,4e-66
102655124,105665696,0.0
102655124,105665696,1e-58
102655124,105665696,5e-50
102655124,105665696,4e-24
102654736,100648129,6e-51
102654736,100648129,2e-23
102654692,105665697,0.0
411036,100645319,0.0
408803,100646619,0.0
411024,100642986,2e-13
551126,100646860,2e-65
725961,100647095,1e-90
725646,100652226,2e-169
408804,100644023,6e-80
100578168,100642198,0.0
100578201,100642320,0.0
409129,100642560,3e-89
102654913,100642682,1e-17
725832,100642442,0.0
552635,100642799,5e-93
100578460,100643034,2e-49
411023,100642922,0.0
102655366,105665704,3e-139
550811,100646408,0.0
102655085,105665676,0.0
411021,100646290,0.0
724430,105665703,0.0
408801,100646174,0.0
102656666,105665674,0.0
724368,100645708,0.0
408799,100645941,6e-91
102656444,100645589,0.0
409051,100642686,0.0
724532,100645441,4e-104
552007,105667204,0.0
551961,100644800,2e-77
409659,100651598,0.0
102655466,105665656,8e-103
100578330,100644010,9e-165
412898,100644842,0.0
100578368,100646057,0.0
726866,100647612,5e-71
726855,100649746,6e-06
726855,100649746,3e-05
726855,100649746,8e-05
726827,100649167,0.0
409662,100649644,0.0
726817,100647261,8e-75
726805,100649521,9e-131
100578482,100652189,2e-115
726784,100649279,0.0
408777,100648304,0.0
552475,100648190,0.0
413423,100648077,0.0
726681,100645967,0.0
726681,100645967,4e-95
102655542,100647948,4e-07
409143,100644867,0.0
409142,100642270,0.0
726585,100646084,1e-153
411642,100646884,5e-142
726550,100651426,4e-65
552621,100650306,0.0
409559,100651822,0.0
412456,100650506,0.0
412457,100649399,0.0
552653,100646661,3e-49
409488,100649008,1e-95
552664,100650637,0.0
408780,100651675,0.0
410989,100642722,0.0
726378,100644166,0.0
410990,100645750,0.0
726335,100649408,0.0
726308,100648357,6e-144
410992,100649447,6e-128
410993,100650802,6e-09
408782,100644287,0.0
410994,100643116,0.0
100577548,100649766,0.0
410996,100646175,0.0
408783,100648707,0.0
410997,100651917,0.0
410998,100650480,0.0
410999,100651400,0.0
408784,100652230,4e-168
726024,100643401,0.0
102655622,100644600,7e-85
408785,100649008,2e-45
413141,100642802,0.0
725897,100645672,0.0
102655452,100645791,5e-43
413139,100648088,0.0
413138,100649877,0.0
102655592,105665699,1e-58
552792,100648205,9e-72
552792,100648205,2e-36
409789,100648705,0.0
725703,100648818,0.0
413137,100648934,6e-147
725678,100649133,1e-131
409788,100648407,2e-08
725627,100649373,0.0
102655905,105665700,3e-60
409118,100650032,0.0
411582,100649494,0.0
552809,100650519,5e-41
409117,100650147,0.0
725434,100651343,7e-72
411579,100642423,2e-18
100578015,100650072,0.0
409115,100649565,1e-14
408786,100649765,0.0
408786,100649765,4e-25
408786,100649765,2e-12
408786,100649765,1e-06
408786,100649765,3e-06
725102,100649652,5e-73
408787,100649529,0.0
408787,100649529,1e-57
408788,100649407,0.0
102656934,105665611,0.0
725124,100631059,2e-169
412072,100652180,4e-124
725062,100651704,2e-180
100578999,100651587,3e-163
100578779,100651940,1e-145
411003,105665610,0.0
408789,105666762,0.0
724698,100651228,0.0
724653,100651106,7e-111
102655740,105666761,0.0
411006,100650985,0.0
100578879,100650747,0.0
408790,100650182,0.0
552841,100650382,0.0
724346,100650623,2e-101
408791,100649981,0.0
724216,100649865,6e-138
411009,100649754,0.0
408792,100642997,5e-94
100576100,100651637,3e-50
409301,100644192,2e-38
409301,100644192,4e-36
726307,100648551,0.0
100576412,100648742,0.0
726254,100648856,0.0
411014,100649206,0.0
411013,100648971,0.0
411012,100631059,7e-164
411011,100642353,0.0
408794,100642473,0.0
102655676,105666766,2e-52
726159,100642785,0.0
726132,100650424,2e-98
411515,100650547,3e-70
551774,100650181,4e-64
406086,100631054,0.0
100576745,100650864,1e-130
408796,100650114,0.0
725993,100651558,0.0
725962,100650239,4e-70
100576964,100650360,5e-55
411018,100651674,0.0
100577054,100651794,5e-52
408797,100651915,0.0
411019,100652228,0.0
102655970,105665701,9e-50
725665,100650680,0.0
408920,100642200,0.0
102656652,100643993,3e-61
411209,100642322,0.0
725510,100642444,4e-135
725311,100642801,8e-93
411207,100642562,0.0
411206,100643238,0.0
408918,100643729,2e-65
408917,100643480,0.0
725297,100643606,0.0
411204,100645607,0.0
411202,100650978,0.0
725169,100645501,0.0
102656009,105666446,4e-138
102654264,105666446,2e-70
725092,100643542,0.0
725092,100643542,4e-18
725012,100645098,0.0
411760,100642618,0.0
412158,100652111,0.0
406139,100642686,0.0
406139,100642686,2e-96
406139,100642686,7e-76
102654949,105667207,2e-144
413590,100651518,0.0
724481,100651154,0.0
552249,100651034,0.0
552293,100651278,0.0
410038,100649253,0.0
724889,100648683,2e-08
411589,100648683,1e-17
411589,100648683,1e-14
552429,100650919,3e-114
724781,100647158,1e-54
724740,100650555,0.0
726086,100644385,3e-127
408767,100644155,0.0
408769,100644042,0.0
100577272,100643917,0.0
551541,100647597,2e-50
410980,100648971,2e-29
410980,100648971,2e-16
725943,100643509,2e-91
100577860,105666764,9e-50
408770,100643265,0.0
551628,100643143,0.0
410982,100643022,0.0
725548,100642826,3e-116
100577397,100642711,0.0
725475,100642590,9e-114
408772,100647483,6e-88
408772,100647483,4e-39
725360,100647362,0.0
408773,100652300,2e-140
408774,100646535,9e-72
410985,100642472,0.0
100577497,100647126,0.0
412574,100652022,0.0
725125,100651903,0.0
411633,100651781,0.0
102656131,105666763,4e-99
409140,100651545,2e-81
725013,100651305,0.0
724973,100651181,0.0
409949,100651059,0.0
413520,100644090,3e-170
724923,100647953,2e-19
724890,100643728,0.0
724855,100643846,3e-175
413523,100643605,0.0
552194,100643479,0.0
552213,100643358,3e-58
102656620,105667203,0.0
552727,100651123,2e-128
411917,100650920,0.0
409983,100645921,5e-55
409983,100645921,3e-53
409983,100645921,7e-50
409983,100645921,2e-43
409983,100645921,3e-43
409983,100645921,2e-42
409983,100645921,6e-39
409983,100645921,2e-35
409983,100645921,4e-29
409983,100645921,6e-18
409983,100645921,3e-10
409983,100645921,4e-06
551101,100650556,0.0
552704,100650679,0.0
552698,100650435,0.0
411678,100651439,0.0
411677,100650922,1e-48
552428,100651195,0.0
408775,100650957,1e-177
410986,100650636,0.0
410987,100650759,0.0
552379,100644275,0.0
550918,100644506,0.0
724629,100644626,4e-40
414051,100644744,0.0
724304,100644985,0.0
724257,100644362,1e-113
552336,100644050,0.0
552322,100644480,3e-92
409658,100643686,0.0
412897,100644676,0.0
551929,100646947,4e-107
726806,100646826,0.0
411919,100646705,0.0
412443,100642687,3e-109
412442,100651112,2e-111
550886,100642878,0.0
100579056,100650807,0.0
408822,100650807,0.0
408822,100650807,6e-62
411058,100650923,0.0
411059,100643690,0.0
411060,100643888,0.0
724513,100644207,0.0
724513,100644207,4e-19
724560,100648580,2e-169
724450,100648378,0.0
411809,100645779,0.0
727148,105666676,5e-96
412119,100650499,5e-18
727156,100649238,4e-87
725492,100649121,0.0
409414,100645895,0.0
100576359,100642271,0.0
102655788,100649983,2e-12
724385,100649977,4e-139
724385,100649977,1e-112
724385,100649977,2e-90
724431,105665616,0.0
102656134,100650099,0.0
406094,100650345,9e-48
724561,100643093,8e-33
724561,100643093,1e-14
413565,105666659,4e-61
100576449,100646247,0.0
550749,100644014,0.0
724742,100644326,0.0
410128,100648631,4e-139
413930,100649058,0.0
102656657,105665808,9e-128
413929,100648132,0.0
411507,100647930,0.0
551459,100651227,0.0
725093,100651026,0.0
551982,100650910,1e-174
725074,100644886,5e-34
406073,100645194,0.0
725126,100645322,9e-59
725210,100645558,3e-87
409063,100648382,5e-127
725255,100645831,0.0
412859,100645946,0.0
412858,100646141,0.0
550965,100648939,0.0
100577683,100648823,9e-60
724515,100649292,0.0
102656245,105665810,0.0
408824,100649768,0.0
408824,100649768,9e-143
406082,100643282,0.0
551174,100650762,0.0
409206,100645486,0.0
724924,100649196,0.0
413129,100648360,0.0
409782,100648744,0.0
413128,100647963,0.0
409781,100644718,0.0
100578822,105665717,0.0
725127,100649767,0.0
725211,105665718,0.0
102654303,105665788,0.0
102654303,105665788,8e-13
102654384,100651483,0.0
411465,100642486,0.0
409882,100646293,0.0
552771,100646060,3e-178
100578215,100646177,0.0
411981,100645871,0.0
552764,100645751,0.0
409047,100645076,0.0
726653,100645320,6e-73
552748,100644961,0.0
552740,100645191,2e-179
411892,100644844,0.0
409254,100644601,0.0
726551,100644633,4e-21
726568,100644250,0.0
102656075,100644883,4e-98
100577410,100651156,2e-159
414043,100649290,0.0
726480,100651993,8e-47
413705,100650437,0.0
726439,100648552,7e-104
412408,100647613,0.0
552691,100646410,0.0
411080,100645119,0.0
552672,100645591,0.0
411079,100643801,0.0
411079,100643801,9e-96
726284,100643194,5e-116
100578984,100652113,0.0
411078,100650879,0.0
413365,100647770,0.0
100188940,100649531,5e-18
413630,100646138,0.0
409167,100648953,0.0
100579049,100642924,0.0
100579049,100642924,1e-25
100579049,100642924,1e-22
726047,100645907,1e-51
412382,100649700,0.0
412381,100645242,9e-121
102656199,100646500,4e-72
102656199,100646500,5e-51
411077,100646139,4e-128
408830,100649328,0.0
408830,100649328,8e-83
408830,100649328,5e-68
408830,100649328,2e-66
408830,100649328,5e-58
408830,100649328,2e-56
408830,100649328,3e-51
408830,100649328,5e-51
408830,100649328,2e-45
408830,100649328,3e-44
408830,100649328,5e-27
408830,100649328,3e-25
408830,100649328,2e-17
408830,100649328,3e-16
408830,100649328,5e-11
408830,100649328,5e-10
408830,100649328,1e-08
408830,100649328,1e-07
408830,100649328,9e-07
408830,100649328,7e-06
408830,100649328,5e-05
408830,100649328,7e-05
408830,100649328,8e-05
100577584,100645485,0.0
725833,100645710,0.0
725833,100645710,3e-57
552486,100644289,0.0
411076,100643730,0.0
102656326,105665732,0.0
725732,100650481,0.0
408828,100642804,0.0
408827,100643607,0.0
408826,100645828,0.0
725476,100644602,2e-149
100578810,100642244,0.0
725146,100644169,0.0
411073,100651599,0.0
411072,100642365,0.0
411071,100645002,0.0
725361,100645943,0.0
411070,100650198,0.0
411069,100643039,0.0
411068,100649572,0.0
724868,100648276,6e-112
725212,100648509,4e-142
725170,100648630,2e-40
552195,100648162,0.0
411065,100647965,0.0
725015,100647772,0.0
724925,100647654,0.0
100577896,100650074,0.0
411062,100647417,0.0
411481,100647294,0.0
552023,100646945,9e-123
551993,100647061,0.0
102656371,105665800,0.0
100577974,105665800,4e-18
413527,100649839,0.0
551897,100646825,0.0
412751,100646622,0.0
550673,100646502,0.0
100577000,100646378,9e-120
551802,100644397,0.0
413021,100644288,0.0
100578151,100644168,6e-151
413020,100642841,0.0
724168,100644054,4e-82
100577231,100647897,0.0
724169,105665724,2e-94
408831,100645001,0.0
102655139,105665723,0.0
551397,100646621,2e-92
411081,100646902,0.0
724348,100645241,1e-174
724386,100647216,1e-78
411083,100647333,0.0
724432,100647574,3e-115
102655904,105665726,2e-68
551480,100647456,0.0
413690,100648016,0.0
410030,100648130,0.0
724563,100648245,0.0
413171,100648672,0.0
413170,100648782,0.0
413169,100648974,0.0
551830,100649088,0.0
413366,100649208,0.0
551776,105665796,1e-76
551776,105665796,4e-76
100577588,100646166,5e-40
551747,100642688,0.0
726260,100644884,0.0
100578651,100645792,0.0
726318,100643158,0.0
406098,100650050,4e-23
409334,100649878,0.0
725477,100651834,0.0
410109,100649448,0.0
725568,100646377,1e-70
409456,100643146,3e-09
725362,100644398,0.0
552574,100652158,0.0
102654987,100645673,3e-155
725298,100646295,0.0
100578191,100644171,9e-49
725171,105665719,8e-133
100578864,100642879,2e-165
413548,100644758,0.0
100578046,100647808,0.0
102655112,100645121,6e-141
413439,100651441,3e-176
724974,100648938,0.0
725147,100643570,1e-35
552441,100642282,6e-67
409382,100650881,0.0
100578355,100628561,6e-41
100578355,100628561,2e-31
100578355,100628561,6e-23
100578355,100628561,7e-16
724433,100644013,0.0
408835,100650142,4e-153
724306,100643647,8e-167
100576792,100647020,3e-25
551692,100643525,0.0
100576216,100642245,0.0
100576759,100646176,2e-23
726107,100642448,0.0
551548,100646534,0.0
100576165,100642566,2e-91
102655380,100646828,1e-28
102655563,100646655,3e-118
102655168,100646779,1e-121
551619,100642957,0.0
551578,100643159,0.0
727113,100646901,0.0
551526,100643403,0.0
414032,100651835,0.0
100578106,100652191,0.0
414033,100652072,0.0
410165,100651952,0.0
410165,100651952,2e-07
411088,100651600,9e-161
552413,100651368,0.0
551258,100645329,0.0
409819,100650958,0.0
552381,100650521,0.0
552381,100650521,1e-44
102653596,100650639,6e-59
552357,100650521,0.0
552357,100650521,1e-41
552357,100650521,8e-05
409818,100650276,0.0
726309,100650035,8e-74
726309,100650035,5e-16
100577480,100650035,1e-94
100577480,100650035,2e-10
102656128,100649621,2e-30
413542,100650060,1e-07
726255,100649497,1e-116
409698,100648730,2e-06
412965,100649171,0.0
726269,100648859,1e-115
412968,100648628,0.0
412969,100648508,1e-92
552103,100645077,4e-142
552079,100646481,7e-64
408834,100647728,0.0
408833,100648860,1e-145
411086,100649805,0.0
100576584,105665793,0.0
411085,100644603,7e-130
725898,100643321,0.0
100577967,100652276,0.0
725795,100651002,0.0
724228,100644013,3e-146
102656455,105665797,6e-92
100576196,100647259,0.0
411095,100644128,0.0
724369,100647377,3e-79
411093,100644637,0.0
408836,100644399,0.0
102656105,105665742,9e-73
724700,100644885,0.0
411091,100644519,2e-143
411090,100644757,0.0
100576129,100645321,0.0
413653,100651634,0.0
411962,100642558,0.0
413825,100650357,0.0
725435,100646886,0.0
725435,100646886,7e-96
412286,100643508,0.0
552559,100643716,1e-83
725148,105667193,3e-97
725364,100645162,1e-87
408857,100643569,0.0
725038,100643802,1e-75
552513,100643689,0.0
411116,100644170,0.0
406081,100644055,0.0
551044,100643929,0.0
102653707,100644170,0.0
100578476,100649496,5e-97
408855,100644400,0.0
724926,100644719,0.0
552450,100644962,0.0
552430,100645078,2e-152
102654127,105665758,0.0
100578298,100649620,7e-153
552383,100645407,1e-167
413711,100650798,3e-49
413711,100650798,2e-08
724701,100646535,1e-88
724701,100646535,6e-08
552324,100645945,0.0
552299,100645830,0.0
102654567,100646256,4e-112
409046,100643579,1e-06
100576683,100646059,0.0
411385,100643360,0.0
724388,100645120,0.0
100576817,100645116,2e-57
100576817,100645116,5e-35
100576817,100645116,6e-09
100576817,100645116,2e-07
100576817,100645116,2e-06
100576817,100645116,9e-06
100578463,105665735,9e-30
411891,100647017,4e-20
411890,100643482,0.0
409576,100651717,0.0
408850,100649994,0.0
408851,100645780,3e-58
411114,100643971,4e-149
102655148,105665736,0.0
408852,100648501,3e-52
102655593,100647334,6e-101
102655661,105665737,2e-44
551919,100647457,0.0
550966,100647575,0.0
726101,100648318,0.0
409686,100645930,0.0
552025,100646848,1e-127
411631,100642426,0.0
726002,100642307,0.0
552106,100642544,1e-83
552127,100650316,4e-91
552127,100650316,3e-89
552127,100650316,2e-27
412531,100644948,0.0
409510,100642981,0.0
552198,100649647,0.0
726139,100647878,5e-156
413926,100642437,4e-11
552236,100643428,0.0
726216,100643223,0.0
413966,100643670,0.0
100578382,100644312,0.0
409444,100644108,0.0
725569,100644420,0.0
552679,100644743,0.0
100578566,100645029,7e-94
413935,100642315,9e-103
102654186,100649980,0.0
725797,100649398,6e-53
102654091,100642269,2e-144
725867,100643445,3e-132
411604,100643075,0.0
411603,100642634,0.0
102654715,105665757,4e-17
102654715,105665757,4e-09
727416,100649170,0.0
727420,100642753,8e-145
727423,100642958,1e-78
409060,100642449,0.0
409060,100642449,1e-09
727431,100647322,0.0
551934,100647044,3e-58
100578733,100646807,0.0
551890,100646928,0.0
413001,100646608,0.0
412641,100645304,0.0
725511,100646489,0.0
411657,100646246,0.0
551758,100646129,0.0
725363,100646012,3e-119
551854,100645178,0.0
725299,105666647,2e-62
102656021,105666648,0.0
408848,100645697,0.0
725128,100645815,5e-92
102656464,100645507,4e-69
100578865,100648821,0.0
408847,100649134,2e-163
408846,100648937,0.0
408845,100649255,0.0
102653590,100649255,0.0
408844,100650319,0.0
724743,100649375,0.0
411113,100649574,0.0
100576965,100649925,0.0
100579007,105665801,0.0
411110,100650277,0.0
100577158,105665761,0.0
408843,100650151,0.0
408842,100650400,0.0
724307,100650522,0.0
724258,100650557,1e-84
100577295,100650640,0.0
100577335,100650764,2e-175
100577376,100651076,0.0
408841,100651076,0.0
724133,100651440,8e-178
724524,100651322,0.0
411829,100645501,6e-83
552805,100651797,0.0
409224,100652312,3e-127
411828,100651678,0.0
408837,100642401,4e-92
726828,100651994,1e-156
100577717,100642516,0.0
102656501,100642635,0.0
411099,100642754,5e-83
100577941,100648772,0.0
411100,100648886,0.0
552780,100646412,3e-95
408839,100642565,0.0
100578156,100645713,8e-72
100578193,100645832,8e-78
100578085,100645593,7e-122
100578123,100645487,6e-96
726682,100645003,0.0
411102,100645371,4e-152
411103,100645243,0.0
411104,100642447,0.0
408840,100644887,0.0
411105,100644401,0.0
411106,100644520,0.0
726530,100644639,4e-116
726429,105665776,4e-86
411524,100644759,4e-125
726497,100649192,2e-05
102654993,100642325,1e-82
100578718,100642203,0.0
413319,100648659,0.0
409867,100644056,0.0
409866,100643803,0.0
726397,100643930,4e-144
102655231,100643691,2e-97
100174948,100643571,0.0
413318,100643361,0.0
413318,100643361,1e-53
726310,100645100,3e-17
552659,105665775,9e-126
100576101,100652114,1e-80
411758,100642755,0.0
411757,100642996,3e-115
726118,100642326,7e-37
411756,100652277,0.0
552607,100652038,0.0
726160,100652159,3e-83
551128,100651918,0.0
409155,100651798,1e-176
100576413,100650401,0.0
726074,105665774,8e-88
412593,100650523,0.0
102656249,100651323,0.0
551903,100647256,1e-104
551927,100651197,0.0
413451,100648814,3e-15
100576667,100651003,0.0
410056,100650882,0.0
100576859,100645700,0.0
100576826,100645817,5e-111
100576794,100650278,0.0
412707,100650152,0.0
412543,100649410,0.0
412543,100649410,1e-30
725934,100649172,0.0
413762,100649532,1e-168
552196,100649729,5e-158
413763,100649840,0.0
725834,100649291,0.0
725796,100649057,2e-128
100577237,100651638,0.0
413766,100647844,0.0
552323,105665744,1e-71
725733,100647416,2e-57
725704,100647293,0.0
725704,100647293,3e-141
100577414,100647293,3e-75
100577803,100646944,0.0
412378,100647180,0.0
725628,100647060,8e-130
552382,100646824,0.0
725550,100646703,0.0
412445,100646178,1e-126
725478,100646501,2e-130
552449,100646294,8e-146
413370,100646061,0.0
412059,100651469,0.0
411419,100645829,0.0
100577955,100647497,0.0
552512,100645711,0.0
552523,100645443,0.0
409058,100645443,0.0
408859,100646598,1e-176
726102,100646237,0.0
100576848,100646356,0.0
408860,100646795,4e-159
411121,100646919,0.0
411122,100647113,0.0
726025,100647231,0.0
725996,100647350,0.0
725963,100647472,4e-93
412097,100642362,0.0
100576600,100652189,0.0
100576559,100647348,6e-47
725774,100652070,4e-40
725835,100649074,3e-12
409594,100651714,0.0
100577128,100651479,1e-53
725760,100651241,8e-135
411647,100651362,0.0
551920,100651121,0.0
411649,100650876,0.0
551877,100650997,2e-152
551855,100642712,0.0
551831,100642827,2e-129
725551,100650997,1e-21
409359,100650270,0.0
551441,100650516,0.0
727271,100646943,8e-118
412227,100644204,0.0
726161,100646034,7e-73
410065,100643152,2e-156
408862,100645804,0.0
100576404,100645920,0.0
408863,100645606,1e-102
411124,100645296,0.0
408864,100645021,2e-69
102653764,100644775,3e-61
726312,105665617,2e-108
102656887,100644902,3e-125
411664,100644414,4e-96
552325,100644304,0.0
100576346,100646370,2e-05
409043,100643981,0.0
411381,100643857,2e-88
551314,100652298,0.0
724218,100642388,0.0
552696,100642823,0.0
552692,100643063,0.0
552673,100642944,6e-112
410026,100642623,0.0
724474,100644686,2e-12
413686,100643429,7e-72
724564,100643549,9e-154
100578542,100643671,5e-69
724608,100651056,0.0
724654,100643788,1e-52
724744,100647642,2e-63
544670,100631084,0.0
408865,100647879,0.0
412303,100648187,0.0
724927,100645543,0.0
724975,100650315,2e-65
552545,100650315,0.0
409979,100650433,0.0
413588,100648087,0.0
412487,100651153,0.0
100579034,100650803,0.0
726737,100646942,0.0
726703,100647291,0.0
411830,100646721,3e-81
102654542,105667174,0.0
725705,100647766,3e-55
552772,100647533,5e-129
413718,100647059,0.0
552767,100647651,1e-162
725552,100647891,0.0
413807,100642927,5e-16
551369,100648427,0.0
551176,100648427,0.0
410075,100648239,0.0
725404,100648239,5e-73
100578893,100649204,0.0
552741,100649444,5e-23
409141,100649324,2e-121
100576522,100649686,9e-169
100576434,105666755,2e-90
725215,100646942,0.0
102656766,105667173,5e-124
409500,100646379,5e-79
102654379,100646704,5e-41
412557,100646946,1e-172
100578017,100647418,0.0
102654994,105665770,2e-177
727014,100647062,6e-109
727009,100647182,0.0
727061,100651401,9e-36
726999,100647615,0.0
726990,105665771,5e-178
412550,100648018,1e-170
412549,105665772,2e-112
412548,100651520,0.0
552846,100648595,2e-142
413011,100646966,2e-43
726957,100648474,0.0
409724,100648709,0.0
409725,100648246,0.0
413012,105665745,0.0
726914,100647727,6e-155
102656767,100647727,2e-55
409726,100648359,0.0
409727,100648161,0.0
726879,100647843,0.0
413014,105665747,4e-57
409728,100631066,5e-161
726841,100648746,0.0
552842,105665748,8e-75
100302584,100648975,8e-128
412435,100649089,0.0
102656287,100649209,6e-83
726776,100648433,0.0
411057,100649449,0.0
726894,100649924,3e-67
410095,105665749,0.0
410096,100650075,0.0
410097,100652029,1e-20
413870,100650320,0.0
726683,100650199,0.0
410098,100650438,0.0
552831,100650558,2e-166
411134,105665750,2e-118
726654,100650682,0.0
411133,100648820,2e-166
100576707,105665799,2e-34
726569,100651321,6e-125
102655217,105665751,6e-61
726552,100651561,1e-49
411126,100651127,0.0
726462,100650808,0.0
102655090,105665752,6e-34
102654980,105665755,0.0
408866,100651953,0.0
412426,105665756,0.0
552810,100648936,0.0
726286,100652073,5e-147
726286,100652073,2e-54
726256,100652073,0.0
726256,100652073,4e-66
409799,100642246,0.0
552806,100650496,0.0
100578346,100650739,0.0
412580,100649940,0.0
552797,100651988,1e-18
726103,100649820,0.0
411739,100649108,0.0
411738,100649703,0.0
411738,100649703,6e-09
411738,100649703,3e-08
552787,100648876,0.0
552786,100646604,3e-15
552782,100649346,0.0
725899,100650051,0.0
552657,100648293,0.0
411545,100648529,0.0
725798,100650170,0.0
409207,100650297,0.0
552611,100642294,0.0
411627,100652133,0.0
100576908,100642532,0.0
727246,100642651,0.0
552420,100650029,0.0
552439,100649918,0.0
100576966,100649802,0.0
102656268,100645079,5e-38
726655,105665832,2e-66
100578929,100648940,1e-127
100576233,100646656,1e-98
409908,100650959,0.0
413447,100647378,0.0
726498,100652278,2e-49
552342,100642450,0.0
411864,100651402,0.0
411182,100650076,0.0
411181,100644846,0.0
726441,100645987,2e-72
411639,100647022,0.0
413071,100648090,0.0
411184,100648673,0.0
551177,100651845,3e-09
411183,100644605,5e-161
551086,100644484,0.0
726236,100644129,0.0
413998,100651824,0.0
725799,100651508,0.0
725799,100651508,6e-27
102656670,100648928,2e-51
