am,ln,evalue
409643,RF55_3509,2e-72
552510,RF55_5507,8e-146
552519,RF55_6573,0.0
552539,RF55_6574,4e-118
724343,RF55_7027,2e-33
552571,RF55_4614,0.0
552571,RF55_4614,6e-05
413997,RF55_4613,4e-67
552590,RF55_4613,4e-171
411893,RF55_9620,0.0
409256,RF55_5485,0.0
409255,RF55_14108,0.0
751102,RF55_6993,9e-141
751102,RF55_6993,8e-44
410007,RF55_6994,0.0
724695,RF55_8795,0.0
411931,RF55_11872,1e-18
100578116,RF55_11037,0.0
411930,RF55_17507,2e-63
411930,RF55_17507,3e-09
411930,RF55_17507,9e-07
411376,RF55_2413,5e-68
726385,RF55_1460,1e-105
726365,RF55_1461,2e-52
550991,RF55_8698,0.0
552093,RF55_3367,6e-146
409893,RF55_14359,7e-170
413404,RF55_5486,0.0
551375,RF55_1785,0.0
725037,RF55_1784,4e-16
725037,RF55_1784,1e-05
409965,RF55_1783,0.0
102656442,RF55_1781,4e-61
413889,RF55_1780,0.0
409295,RF55_1779,7e-177
724921,RF55_7856,9e-74
551331,RF55_4298,0.0
551256,RF55_419,8e-129
551215,RF55_14484,2e-72
725060,RF55_8566,2e-81
551169,RF55_3880,2e-159
503861,RF55_3879,0.0
551041,RF55_3878,0.0
412111,RF55_8607,0.0
725326,RF55_16977,1e-60
725359,RF55_8262,5e-13
102653935,RF55_8592,2e-143
550808,RF55_11552,4e-156
550808,RF55_11552,1e-96
550808,RF55_11552,5e-06
725474,RF55_8439,0.0
408741,RF55_386,3e-54
100578888,RF55_8652,0.0
100578925,RF55_5675,0.0
725699,RF55_9099,8e-88
725699,RF55_9099,2e-15
408740,RF55_492,0.0
410933,RF55_10618,3e-12
725960,RF55_10619,2e-15
726042,RF55_7852,1e-28
726099,RF55_10336,2e-58
726130,RF55_10647,1e-05
726158,RF55_4807,0.0
726175,RF55_8456,1e-37
100577253,RF55_8455,2e-53
406066,RF55_9896,0.0
726252,RF55_1133,1e-150
726252,RF55_1133,4e-126
726252,RF55_1133,4e-15
726252,RF55_1133,2e-14
726252,RF55_1133,1e-07
726252,RF55_1133,2e-07
409795,RF55_7473,4e-178
409795,RF55_7473,2e-157
409795,RF55_7473,3e-11
413655,RF55_2951,0.0
724214,RF55_2950,0.0
724256,RF55_2948,8e-109
100577293,RF55_2947,1e-36
409906,RF55_2304,0.0
551896,RF55_2303,8e-154
102654488,RF55_2302,1e-88
551874,RF55_2301,1e-168
724557,RF55_2300,2e-61
551827,RF55_18983,8e-80
724651,RF55_1208,0.0
724779,RF55_1209,0.0
551744,RF55_1209,5e-159
411896,RF55_13303,0.0
551712,RF55_12918,0.0
100577574,RF55_1597,3e-19
724885,RF55_12165,7e-72
413089,RF55_12890,0.0
413829,RF55_193,5e-21
409308,RF55_1991,5e-68
412002,RF55_1995,0.0
725122,RF55_1994,0.0
102654187,RF55_1994,3e-36
551125,RF55_13645,2e-90
551168,RF55_2561,0.0
551168,RF55_2561,3e-85
551168,RF55_2561,9e-05
409404,RF55_2563,6e-48
412256,RF55_2564,0.0
412177,RF55_1848,1e-154
412265,RF55_3995,0.0
725400,RF55_3994,0.0
409406,RF55_3993,7e-59
412267,RF55_6937,0.0
551457,RF55_6939,8e-178
551478,RF55_6097,0.0
551509,RF55_1421,9e-156
551538,RF55_1422,0.0
551597,RF55_6801,2e-123
102653749,RF55_2373,2e-36
410926,RF55_5829,0.0
410926,RF55_5829,7e-05
410117,RF55_1039,0.0
552021,RF55_1614,9e-07
552021,RF55_1614,1e-05
413791,RF55_5307,0.0
413791,RF55_5307,4e-125
409856,RF55_4966,0.0
726043,RF55_4278,8e-131
413288,RF55_4279,0.0
413289,RF55_8573,0.0
413289,RF55_8573,1e-169
413289,RF55_8573,9e-169
409857,RF55_8640,2e-152
551826,RF55_9252,0.0
412923,RF55_6076,0.0
551521,RF55_4776,0.0
100578233,RF55_4097,0.0
410079,RF55_4098,3e-54
412243,RF55_1341,0.0
725167,RF55_47,1e-59
551124,RF55_46,0.0
410918,RF55_6215,0.0
102655259,RF55_4203,2e-173
410920,RF55_4204,0.0
102655189,RF55_4205,7e-50
725401,RF55_4206,1e-52
410922,RF55_2933,2e-177
725508,RF55_2934,0.0
100578530,RF55_1345,8e-40
724886,RF55_1343,0.0
551408,RF55_1342,0.0
406074,RF55_15379,1e-07
408733,RF55_1050,1e-88
550667,RF55_1049,0.0
408734,RF55_1049,0.0
408734,RF55_1049,2e-40
724652,RF55_1049,3e-85
724652,RF55_1049,3e-13
551537,RF55_1048,7e-124
724558,RF55_1047,4e-20
410923,RF55_2641,0.0
410924,RF55_2640,0.0
410925,RF55_19018,8e-59
724344,RF55_1262,0.0
100577576,RF55_6992,4e-158
100577513,RF55_2261,2e-70
725932,RF55_2260,2e-157
100578109,RF55_1455,0.0
100578109,RF55_1455,1e-144
100576366,RF55_1456,4e-169
552802,RF55_2297,7e-21
410072,RF55_2298,0.0
413805,RF55_2299,0.0
410073,RF55_2290,0.0
100576333,RF55_2291,0.0
100576333,RF55_2291,2e-10
412599,RF55_6710,0.0
551235,RF55_18192,0.0
551235,RF55_18192,3e-25
552811,RF55_4922,9e-73
414002,RF55_8219,5e-84
100576104,RF55_6621,1e-122
412616,RF55_235,0.0
724166,RF55_236,6e-38
552412,RF55_234,0.0
412956,RF55_233,0.0
100578040,RF55_232,0.0
100578040,RF55_232,3e-47
413817,RF55_11031,0.0
724559,RF55_8328,0.0
100578706,RF55_2951,1e-120
724737,RF55_6921,6e-98
724780,RF55_5069,3e-90
408730,RF55_5068,4e-176
408729,RF55_5067,0.0
410916,RF55_3523,1e-170
408728,RF55_1255,2e-137
408727,RF55_3658,0.0
552149,RF55_3657,6e-96
410915,RF55_7657,8e-69
725061,RF55_11642,0.0
410913,RF55_4853,0.0
408726,RF55_3494,9e-169
413503,RF55_1023,2e-148
551949,RF55_1920,0.0
551917,RF55_3880,1e-69
551875,RF55_1922,4e-109
100576620,RF55_48,6e-77
410911,RF55_48,0.0
725433,RF55_49,0.0
725433,RF55_49,2e-32
408725,RF55_50,0.0
410910,RF55_5890,0.0
725591,RF55_10909,0.0
725591,RF55_10909,4e-38
725591,RF55_10909,5e-38
725591,RF55_10909,1e-36
725591,RF55_10909,6e-36
725591,RF55_10909,4e-35
725591,RF55_10909,9e-33
725591,RF55_10909,2e-31
725591,RF55_10909,2e-30
725591,RF55_10909,1e-29
725591,RF55_10909,1e-25
725591,RF55_10909,8e-25
725591,RF55_10909,3e-21
725591,RF55_10909,1e-20
725591,RF55_10909,1e-10
725591,RF55_10909,1e-06
725591,RF55_10909,3e-06
725591,RF55_10909,2e-05
725591,RF55_10909,3e-05
551715,RF55_9244,2e-153
100576872,RF55_9244,3e-82
412868,RF55_11038,2e-169
412675,RF55_8354,0.0
412620,RF55_13367,6e-31
408722,RF55_2904,0.0
410905,RF55_5353,3e-142
725991,RF55_5352,5e-157
408724,RF55_3322,0.0
408723,RF55_3321,0.0
410907,RF55_8327,0.0
410906,RF55_9524,0.0
100577432,RF55_345,2e-67
551510,RF55_2926,0.0
551540,RF55_2927,0.0
726283,RF55_1384,2e-59
408721,RF55_197,4e-62
724131,RF55_5739,9e-49
724167,RF55_5738,4e-80
724215,RF55_5685,0.0
551673,RF55_8834,0.0
551701,RF55_1851,0.0
551727,RF55_1850,9e-65
724382,RF55_3493,9e-144
412013,RF55_2750,0.0
726394,RF55_7694,0.0
726377,RF55_2750,2e-16
409306,RF55_7114,5e-121
411557,RF55_1315,0.0
409324,RF55_3590,4e-137
412036,RF55_3104,0.0
552527,RF55_682,0.0
552548,RF55_1613,0.0
552548,RF55_1613,1e-35
412670,RF55_6100,0.0
727140,RF55_17027,5e-112
726072,RF55_456,5e-08
412690,RF55_8129,9e-19
726100,RF55_1425,3e-14
409543,RF55_340,1e-153
100576993,RF55_10033,0.0
100576993,RF55_10033,4e-21
412596,RF55_8300,0.0
551302,RF55_4038,1e-46
100576850,RF55_9088,0.0
551403,RF55_3067,0.0
726305,RF55_6786,8e-23
409337,RF55_4021,0.0
551858,RF55_10685,2e-144
409905,RF55_3397,4e-106
100578955,RF55_14441,0.0
100578955,RF55_14441,2e-25
551746,RF55_3855,0.0
100576135,RF55_8447,4e-47
412993,RF55_4601,1e-72
412993,RF55_4601,2e-13
551367,RF55_2543,9e-07
551367,RF55_2543,7e-05
100037419,RF55_2541,2e-07
727145,RF55_2541,3e-31
727131,RF55_2542,7e-46
409716,RF55_2543,9e-70
100576476,RF55_469,2e-05
411052,RF55_594,6e-101
411053,RF55_5800,0.0
411053,RF55_5800,9e-178
411053,RF55_5800,8e-137
411053,RF55_5800,8e-87
411053,RF55_5800,3e-43
411054,RF55_7949,0.0
102654312,RF55_18918,3e-177
727092,RF55_11726,4e-154
727085,RF55_13820,1e-168
102655315,RF55_6083,7e-06
408819,RF55_8932,2e-111
408820,RF55_17650,7e-128
727071,RF55_10402,2e-146
412472,RF55_11013,8e-16
412472,RF55_11013,6e-05
551775,RF55_6228,0.0
412345,RF55_6227,4e-46
412129,RF55_5483,7e-86
412129,RF55_5483,6e-81
412130,RF55_13406,0.0
412217,RF55_9607,0.0
412217,RF55_9607,9e-16
727027,RF55_13485,0.0
551918,RF55_6880,0.0
411519,RF55_3967,0.0
100578006,RF55_21164,4e-58
409774,RF55_8457,1e-54
409773,RF55_8758,3e-14
726989,RF55_10512,0.0
726980,RF55_8289,4e-69
726980,RF55_8289,1e-06
100578557,RF55_8290,4e-166
726966,RF55_3507,1e-26
726949,RF55_7814,0.0
412471,RF55_2610,0.0
412149,RF55_12048,0.0
550920,RF55_11537,0.0
411907,RF55_6507,9e-06
411533,RF55_8332,1e-167
100576765,RF55_11054,7e-103
551173,RF55_11767,1e-27
726826,RF55_9007,1e-135
726826,RF55_9007,3e-18
411531,RF55_9008,1e-121
411529,RF55_608,0.0
726761,RF55_207,2e-84
726748,RF55_20342,6e-06
726733,RF55_478,3e-30
726724,RF55_11163,4e-128
726724,RF55_11163,1e-76
102654533,RF55_4668,4e-17
102654965,RF55_3360,0.0
102654965,RF55_3360,2e-49
102654965,RF55_3360,2e-29
102654965,RF55_3360,3e-29
102654965,RF55_3360,1e-27
102654965,RF55_3360,1e-16
102654965,RF55_3360,9e-15
102654965,RF55_3360,1e-09
408766,RF55_3359,0.0
551511,RF55_6260,9e-69
100576898,RF55_18626,3e-68
412067,RF55_22927,2e-71
412067,RF55_22927,6e-12
551599,RF55_11162,0.0
551629,RF55_10211,0.0
552451,RF55_10210,4e-96
412662,RF55_15543,0.0
726080,RF55_11054,0.0
413936,RF55_16847,0.0
413936,RF55_16847,2e-82
413936,RF55_16847,2e-77
413936,RF55_16847,8e-75
413936,RF55_16847,3e-71
413936,RF55_16847,5e-68
413936,RF55_16847,2e-64
413936,RF55_16847,9e-64
413936,RF55_16847,9e-53
413936,RF55_16847,3e-51
413936,RF55_16847,3e-44
725942,RF55_2181,2e-31
413727,RF55_10995,1e-178
413727,RF55_10995,2e-41
725878,RF55_2468,6e-29
411942,RF55_3481,0.0
551515,RF55_15958,0.0
551605,RF55_1964,4e-124
724983,RF55_14976,1e-38
412416,RF55_11848,6e-116
411415,RF55_9350,6e-102
411415,RF55_9350,4e-86
411415,RF55_9350,2e-19
552614,RF55_10575,6e-09
412589,RF55_6229,2e-61
727471,RF55_4345,2e-127
726176,RF55_4346,2e-65
727528,RF55_305,0.0
727528,RF55_305,2e-61
413638,RF55_5987,0.0
413508,RF55_4844,8e-81
410084,RF55_13430,0.0
409560,RF55_18868,4e-36
412221,RF55_6499,3e-102
412221,RF55_6499,6e-90
409394,RF55_6500,0.0
409316,RF55_6406,0.0
412727,RF55_8670,0.0
406107,RF55_10259,0.0
551691,RF55_7150,7e-89
725546,RF55_10961,3e-77
411043,RF55_1347,0.0
408815,RF55_11817,0.0
551257,RF55_4569,1e-51
411044,RF55_17342,0.0
551852,RF55_5742,2e-38
409110,RF55_5075,4e-139
102654465,RF55_17534,5e-134
725207,RF55_2581,0.0
413400,RF55_2579,0.0
413399,RF55_5603,0.0
408817,RF55_5327,0.0
406088,RF55_5328,0.0
406088,RF55_5328,9e-56
100577614,RF55_11816,5e-24
552078,RF55_7235,8e-102
552078,RF55_7235,2e-25
411045,RF55_11371,2e-64
411046,RF55_869,4e-68
552171,RF55_10028,3e-79
409794,RF55_10027,2e-161
550671,RF55_6786,9e-115
550748,RF55_10146,0.0
550814,RF55_10147,2e-46
102656291,RF55_13064,1e-58
411640,RF55_9170,0.0
100578773,RF55_1821,0.0
100578773,RF55_1821,1e-36
100578773,RF55_1821,8e-28
100578773,RF55_1821,1e-23
100578773,RF55_1821,3e-22
724383,RF55_7108,0.0
411047,RF55_3324,0.0
408818,RF55_3323,0.0
411048,RF55_5240,0.0
724189,RF55_9792,1e-39
411049,RF55_299,5e-99
727063,RF55_8082,8e-08
409174,RF55_4189,0.0
409172,RF55_7612,0.0
409173,RF55_98,0.0
102653955,RF55_7613,2e-48
411619,RF55_7614,0.0
409134,RF55_1758,9e-87
411618,RF55_3103,2e-65
100576272,RF55_3102,2e-97
552138,RF55_6440,4e-101
551722,RF55_7076,3e-142
551355,RF55_6981,0.0
725266,RF55_1963,3e-45
725341,RF55_14530,6e-27
726073,RF55_4162,0.0
726044,RF55_1747,0.0
102654825,RF55_1748,0.0
409833,RF55_830,5e-112
725992,RF55_10200,0.0
413440,RF55_2442,0.0
413440,RF55_2442,2e-58
551672,RF55_5545,0.0
725896,RF55_5546,3e-142
551614,RF55_940,9e-28
725904,RF55_4226,1e-110
411468,RF55_3488,5e-152
411468,RF55_3488,1e-69
413884,RF55_3489,8e-111
726726,RF55_6733,6e-133
726726,RF55_6733,2e-57
409588,RF55_14346,2e-09
411037,RF55_3641,1e-09
100577876,RF55_9251,2e-126
411038,RF55_4378,0.0
726421,RF55_4352,4e-103
726410,RF55_4379,2e-67
102655153,RF55_1098,2e-67
725794,RF55_11581,2e-98
413112,RF55_6099,2e-107
100577562,RF55_132,0.0
413113,RF55_131,3e-129
725547,RF55_130,6e-119
725547,RF55_130,5e-34
725509,RF55_130,1e-76
725509,RF55_130,8e-34
100578248,RF55_4725,0.0
100578672,RF55_825,2e-49
409776,RF55_826,1e-76
409776,RF55_826,1e-18
551656,RF55_827,2e-18
725327,RF55_828,8e-145
413115,RF55_132,3e-10
725254,RF55_3762,0.0
725209,RF55_8658,4e-50
413117,RF55_3761,8e-180
724830,RF55_6413,0.0
724793,RF55_5742,8e-108
408805,RF55_439,1e-14
102654580,RF55_2944,5e-38
411026,RF55_8302,0.0
100576125,RF55_8301,0.0
724888,RF55_478,0.0
102654975,RF55_5421,4e-97
411028,RF55_11103,2e-164
408807,RF55_1488,1e-17
408807,RF55_1488,2e-17
408807,RF55_1488,3e-17
408807,RF55_1488,5e-17
408808,RF55_8820,0.0
408808,RF55_8820,1e-118
408808,RF55_8820,1e-26
408808,RF55_8820,3e-08
408808,RF55_8820,2e-05
100576361,RF55_4555,3e-69
100578446,RF55_3249,2e-145
552077,RF55_3100,0.0
724472,RF55_3099,0.0
551012,RF55_8215,0.0
551012,RF55_8215,8e-17
551012,RF55_8215,3e-12
412703,RF55_2199,5e-178
408809,RF55_9162,0.0
724303,RF55_17062,2e-68
413371,RF55_6722,8e-29
409884,RF55_10121,0.0
409883,RF55_10122,0.0
725253,RF55_4977,3e-33
725208,RF55_13631,8e-124
100578579,RF55_1212,8e-148
102655228,RF55_1213,5e-36
102655228,RF55_1213,2e-18
100577492,RF55_1213,0.0
100577527,RF55_7732,8e-37
724717,RF55_9763,2e-24
102656583,RF55_9762,9e-39
725011,RF55_5453,4e-51
100577725,RF55_9288,9e-10
100577725,RF55_9288,1e-06
724971,RF55_9288,0.0
724971,RF55_9288,2e-164
724971,RF55_9288,6e-97
724971,RF55_9288,2e-28
724971,RF55_9288,6e-07
412801,RF55_1395,0.0
408810,RF55_6279,0.0
411030,RF55_11644,0.0
408811,RF55_3667,0.0
100577976,RF55_20092,8e-09
100578714,RF55_3589,1e-86
724604,RF55_266,0.0
724604,RF55_266,5e-103
724604,RF55_266,4e-66
724604,RF55_266,2e-64
724604,RF55_266,1e-25
724604,RF55_266,4e-25
724604,RF55_266,6e-20
724604,RF55_266,9e-19
724604,RF55_266,7e-14
724604,RF55_266,2e-12
724511,RF55_269,0.0
724511,RF55_269,5e-17
102654889,RF55_272,0.0
102654858,RF55_273,4e-98
102654818,RF55_273,2e-62
102654773,RF55_274,7e-111
102654773,RF55_274,1e-15
102655124,RF55_275,9e-83
102655124,RF55_275,9e-59
102655124,RF55_275,2e-36
102655124,RF55_275,1e-34
102655124,RF55_275,1e-23
102655124,RF55_275,1e-21
102654736,RF55_3642,5e-167
102654692,RF55_3641,4e-171
411036,RF55_3641,4e-142
408803,RF55_4951,0.0
411024,RF55_4950,0.0
408804,RF55_8656,0.0
100578168,RF55_9570,0.0
100578201,RF55_4960,0.0
409129,RF55_4961,6e-18
725832,RF55_13427,6e-99
411023,RF55_3054,0.0
411023,RF55_3054,3e-53
411023,RF55_3054,8e-42
411023,RF55_3054,7e-34
411023,RF55_3054,1e-14
411023,RF55_3054,9e-06
102655366,RF55_405,1e-68
550811,RF55_1846,0.0
550811,RF55_1846,3e-35
102655085,RF55_8253,0.0
411021,RF55_11137,1e-65
724430,RF55_13600,0.0
408801,RF55_454,0.0
408801,RF55_454,1e-62
408801,RF55_454,2e-14
102656666,RF55_231,6e-46
724368,RF55_230,0.0
408799,RF55_229,8e-90
102656444,RF55_227,2e-59
409051,RF55_225,0.0
409051,RF55_225,8e-101
724532,RF55_3445,1e-103
552007,RF55_6099,0.0
551961,RF55_6149,1e-68
409659,RF55_6148,0.0
102655466,RF55_2218,2e-40
100578330,RF55_639,5e-49
412898,RF55_923,2e-119
100578368,RF55_922,0.0
726866,RF55_3749,1e-70
726855,RF55_15596,7e-13
726855,RF55_15596,2e-10
726855,RF55_15596,1e-09
726855,RF55_15596,4e-09
726855,RF55_15596,1e-08
726855,RF55_15596,1e-07
726855,RF55_15596,2e-07
726855,RF55_15596,3e-07
726827,RF55_320,0.0
726827,RF55_320,5e-102
409662,RF55_3783,0.0
726817,RF55_5962,1e-64
726805,RF55_3781,6e-44
100578482,RF55_3374,0.0
408777,RF55_3283,0.0
408777,RF55_3283,1e-51
408777,RF55_3283,2e-40
408777,RF55_3283,2e-34
408777,RF55_3283,3e-33
552475,RF55_4539,9e-47
413423,RF55_15276,1e-129
726681,RF55_7632,0.0
102655542,RF55_144,3e-51
409143,RF55_146,4e-64
726602,RF55_145,2e-132
409142,RF55_807,0.0
411642,RF55_13644,8e-118
726550,RF55_8952,1e-08
552621,RF55_7180,0.0
409559,RF55_7173,0.0
412456,RF55_7172,0.0
412457,RF55_306,0.0
552653,RF55_2263,0.0
552653,RF55_2263,1e-22
409488,RF55_5400,1e-96
409488,RF55_5400,7e-76
552664,RF55_321,3e-148
408780,RF55_706,0.0
410989,RF55_705,0.0
726378,RF55_2266,2e-17
410990,RF55_16909,0.0
726335,RF55_13986,3e-135
726308,RF55_1587,2e-84
410992,RF55_1586,6e-87
410993,RF55_1586,1e-98
408782,RF55_1586,0.0
410994,RF55_7224,0.0
100577548,RF55_10389,3e-164
410996,RF55_7224,0.0
408783,RF55_12701,6e-148
410997,RF55_10388,0.0
410998,RF55_1516,2e-166
410999,RF55_1517,0.0
408784,RF55_2099,1e-31
726024,RF55_5402,0.0
102655622,RF55_5401,7e-41
408785,RF55_5400,2e-98
408785,RF55_5400,2e-57
413141,RF55_7920,0.0
725897,RF55_7919,0.0
413139,RF55_1408,0.0
413138,RF55_1409,0.0
552792,RF55_1410,0.0
552792,RF55_1410,9e-99
409789,RF55_1411,1e-140
725703,RF55_1412,0.0
413137,RF55_9392,2e-145
725678,RF55_9393,5e-28
409788,RF55_13770,0.0
725627,RF55_8708,2e-95
725627,RF55_8708,2e-89
102655905,RF55_8707,4e-11
409118,RF55_6014,2e-139
411582,RF55_6013,0.0
411582,RF55_6013,2e-89
411581,RF55_6012,3e-170
409117,RF55_6011,0.0
409117,RF55_6011,1e-142
725434,RF55_8986,0.0
725434,RF55_8986,9e-36
725434,RF55_8986,3e-25
725434,RF55_8986,2e-21
411579,RF55_4032,0.0
100578015,RF55_4031,0.0
409115,RF55_4030,1e-165
408786,RF55_5523,0.0
408786,RF55_5523,9e-62
408786,RF55_5523,1e-47
408786,RF55_5523,9e-43
408786,RF55_5523,1e-42
408786,RF55_5523,4e-41
408786,RF55_5523,1e-37
408786,RF55_5523,2e-25
408786,RF55_5523,6e-11
408786,RF55_5523,4e-06
725102,RF55_7482,5e-61
408787,RF55_4140,0.0
408788,RF55_4396,2e-110
102656934,RF55_2173,0.0
725124,RF55_2174,2e-109
412072,RF55_2175,4e-68
725062,RF55_9088,2e-105
100578779,RF55_19590,2e-22
724922,RF55_5484,4e-39
411003,RF55_14964,0.0
408789,RF55_5535,2e-79
724698,RF55_5536,4e-88
724653,RF55_5537,2e-87
102655740,RF55_666,8e-161
411006,RF55_667,0.0
100578879,RF55_668,0.0
408790,RF55_656,4e-69
552841,RF55_5538,0.0
408791,RF55_134,0.0
724216,RF55_14114,5e-39
411009,RF55_6512,6e-124
408792,RF55_11055,0.0
409301,RF55_11805,0.0
726307,RF55_748,0.0
100576412,RF55_19677,7e-138
726254,RF55_7238,0.0
411014,RF55_10185,0.0
411013,RF55_4397,0.0
411012,RF55_2174,6e-97
411011,RF55_3956,2e-78
408794,RF55_6773,0.0
726159,RF55_6572,0.0
726159,RF55_6572,1e-11
726132,RF55_6571,3e-23
411515,RF55_6570,6e-69
551774,RF55_6569,6e-09
406086,RF55_3259,0.0
100576894,RF55_3258,7e-107
100576745,RF55_3256,4e-71
408796,RF55_4033,0.0
725993,RF55_13096,0.0
725993,RF55_13096,1e-32
725993,RF55_13096,1e-12
725962,RF55_3450,8e-08
411018,RF55_284,3e-56
408797,RF55_4132,7e-38
411019,RF55_3848,1e-113
102655970,RF55_1429,1e-22
725665,RF55_3758,0.0
725665,RF55_3758,6e-41
408920,RF55_6625,6e-54
102656652,RF55_10439,2e-41
411209,RF55_3272,6e-71
725510,RF55_3273,1e-115
725311,RF55_18830,1e-91
411207,RF55_8952,3e-180
411206,RF55_4979,2e-177
408918,RF55_4978,3e-58
408917,RF55_16190,0.0
725297,RF55_4334,4e-31
411204,RF55_4036,0.0
411202,RF55_4038,4e-100
725169,RF55_8507,0.0
725169,RF55_8507,1e-160
725169,RF55_8507,8e-11
725169,RF55_8507,4e-09
102656009,RF55_16126,7e-122
102654264,RF55_16126,5e-63
725092,RF55_9098,1e-142
725012,RF55_9097,0.0
411760,RF55_14232,6e-152
411759,RF55_3469,0.0
412158,RF55_2182,0.0
406139,RF55_225,0.0
406139,RF55_225,3e-79
406139,RF55_225,4e-44
102654949,RF55_6463,1e-59
409981,RF55_6462,0.0
413591,RF55_2029,0.0
724481,RF55_2030,2e-66
724481,RF55_2030,1e-36
724481,RF55_2030,1e-34
552249,RF55_2031,0.0
552293,RF55_2033,0.0
410038,RF55_6484,0.0
410038,RF55_6484,4e-105
410038,RF55_6484,2e-65
410038,RF55_6484,3e-53
410038,RF55_6484,9e-33
724889,RF55_9621,3e-39
411589,RF55_9621,0.0
552429,RF55_9822,4e-62
724781,RF55_5454,4e-160
724740,RF55_8272,0.0
726086,RF55_1266,1e-63
408767,RF55_175,0.0
408767,RF55_175,4e-131
408767,RF55_175,8e-128
408767,RF55_175,3e-127
408767,RF55_175,1e-121
408767,RF55_175,9e-110
408767,RF55_175,3e-102
408767,RF55_175,6e-91
408767,RF55_175,1e-69
408769,RF55_178,0.0
100577272,RF55_10078,0.0
410980,RF55_404,0.0
725943,RF55_15225,3e-48
725943,RF55_15225,4e-48
100577860,RF55_2056,3e-23
408770,RF55_1210,0.0
408770,RF55_1210,7e-13
408770,RF55_1210,1e-08
551628,RF55_7047,0.0
410982,RF55_15030,3e-129
725548,RF55_3918,7e-102
100577397,RF55_3917,5e-38
725475,RF55_14396,8e-93
408772,RF55_2516,2e-74
725360,RF55_7264,1e-47
408773,RF55_7265,2e-125
408774,RF55_2353,0.0
410985,RF55_2351,1e-87
100577497,RF55_2350,0.0
412574,RF55_2349,0.0
725125,RF55_2346,1e-125
411633,RF55_12937,4e-145
102656131,RF55_22183,5e-84
409140,RF55_19448,2e-81
725013,RF55_304,4e-156
724973,RF55_303,0.0
409949,RF55_302,3e-119
409949,RF55_302,1e-76
409949,RF55_302,1e-29
409949,RF55_302,8e-24
413520,RF55_24866,1e-118
724923,RF55_9021,1e-21
724890,RF55_4922,2e-60
724855,RF55_10994,2e-104
413523,RF55_6858,0.0
552194,RF55_6857,6e-151
552213,RF55_9377,2e-23
100578880,RF55_480,6e-56
102655503,RF55_480,0.0
102655503,RF55_480,4e-17
102656620,RF55_14794,4e-125
552727,RF55_7057,2e-79
411917,RF55_11393,5e-52
409983,RF55_8352,0.0
409983,RF55_8352,3e-59
409983,RF55_8352,1e-55
409983,RF55_8352,1e-48
409983,RF55_8352,2e-47
409983,RF55_8352,5e-40
409983,RF55_8352,9e-38
409983,RF55_8352,1e-24
409983,RF55_8352,5e-23
409983,RF55_8352,3e-16
551101,RF55_10973,0.0
552704,RF55_17428,2e-155
552698,RF55_5075,9e-54
552698,RF55_5075,5e-36
411678,RF55_10697,0.0
411677,RF55_6083,6e-08
552428,RF55_12306,0.0
408775,RF55_9761,2e-151
410986,RF55_9069,1e-98
410987,RF55_10168,0.0
552379,RF55_1265,0.0
550918,RF55_1264,0.0
414051,RF55_1264,1e-127
724304,RF55_8092,2e-147
552336,RF55_6878,3e-141
552322,RF55_12314,3e-80
409658,RF55_3299,0.0
412897,RF55_3300,0.0
551929,RF55_6310,4e-99
411919,RF55_6756,6e-133
412443,RF55_6757,1e-52
412442,RF55_12764,3e-142
550886,RF55_526,0.0
100579056,RF55_3219,1e-51
408822,RF55_9423,0.0
411058,RF55_16081,3e-174
411059,RF55_623,8e-157
411060,RF55_624,0.0
724513,RF55_11037,4e-24
724513,RF55_11037,4e-13
724513,RF55_11037,2e-06
724560,RF55_5721,2e-54
724450,RF55_9743,2e-159
411809,RF55_4801,0.0
727148,RF55_4802,5e-13
412119,RF55_1662,0.0
725492,RF55_408,0.0
409414,RF55_10754,0.0
100576359,RF55_6449,0.0
724385,RF55_5735,1e-91
724385,RF55_5735,1e-85
724431,RF55_12877,3e-119
102656134,RF55_11923,0.0
406094,RF55_11994,2e-38
724561,RF55_11995,4e-156
413565,RF55_12655,2e-54
100576449,RF55_13051,0.0
550749,RF55_9730,3e-87
724742,RF55_4804,8e-114
410128,RF55_2219,3e-113
413930,RF55_9754,0.0
102656657,RF55_2796,1e-08
413929,RF55_11316,0.0
724891,RF55_5425,1e-151
411507,RF55_5425,2e-118
411507,RF55_5425,3e-16
551459,RF55_7986,1e-136
725093,RF55_7147,0.0
551982,RF55_16755,1e-171
406073,RF55_3673,0.0
725126,RF55_3395,7e-14
725210,RF55_11390,3e-70
409063,RF55_5436,8e-69
725255,RF55_5446,8e-61
412859,RF55_2249,0.0
412858,RF55_2249,0.0
550965,RF55_7982,4e-156
550965,RF55_7982,2e-11
724515,RF55_13208,1e-109
724515,RF55_13208,1e-80
724515,RF55_13208,1e-24
724515,RF55_13208,2e-24
724515,RF55_13208,1e-20
724515,RF55_13208,3e-11
724515,RF55_13208,2e-10
102656245,RF55_5648,2e-85
102656245,RF55_5648,4e-18
408824,RF55_2249,2e-147
406082,RF55_4637,0.0
551174,RF55_4638,0.0
409206,RF55_7779,0.0
413129,RF55_759,0.0
409782,RF55_758,0.0
409782,RF55_758,2e-29
409782,RF55_758,6e-27
413128,RF55_7876,0.0
409781,RF55_457,0.0
100578822,RF55_457,4e-106
725127,RF55_458,1e-138
725211,RF55_460,0.0
