am,ln,evalue
XP_003395507.1,KMQ92450.1,0.0
XP_003395508.1,KMQ92485.1,0.0
XP_003395513.1,KMQ94056.1,2e-42
XP_003395514.1,KMQ93426.1,0.0
XP_003395515.1,KMQ89358.1,3e-124
XP_003395516.1,KMQ86190.1,5e-63
XP_003395517.1,KMQ94750.1,6e-55
XP_003395519.1,KMQ92264.1,0.0
XP_003395520.1,KMQ95923.1,1e-132
XP_003395522.1,KMQ86191.1,2e-46
XP_003395526.1,KMQ94403.1,1e-62
XP_003395529.1,KMQ90181.1,1e-63
XP_003395531.1,KMQ95156.1,0.0
XP_003395533.1,KMQ90606.1,0.0
XP_003395534.1,KMQ95157.1,2e-100
XP_003395535.1,KMQ90585.1,0.0
XP_003395535.1,KMQ90585.1,5e-157
XP_003395538.1,KMQ90643.1,6e-48
XP_003395540.1,KMQ95970.1,7e-136
XP_003395541.1,KMQ91644.1,7e-51
XP_003395542.1,KMQ91644.1,7e-51
XP_003395548.1,KMR03413.1,5e-21
XP_003395549.1,KMR03413.1,4e-21
XP_003395550.1,KMR03413.1,4e-21
XP_003395551.1,KMR03413.1,4e-21
XP_003395557.2,KMQ97988.1,0.0
XP_003395557.2,KMQ97988.1,1e-42
XP_003395561.1,KMQ97989.1,3e-85
XP_003395562.1,KMQ92286.1,0.0
XP_003395563.1,KMQ91189.1,1e-170
XP_003395565.1,KMQ86499.1,5e-140
XP_003395566.1,KMR05395.1,2e-68
XP_003395567.1,KMQ88644.1,0.0
XP_003395568.1,KMQ89153.1,5e-80
XP_003395571.1,KMQ96665.1,4e-71
XP_003395571.1,KMQ96665.1,1e-08
XP_003395576.1,KMQ96539.1,0.0
XP_003395577.1,KMQ96856.1,0.0
XP_003395578.1,KMQ96856.1,0.0
XP_003395579.1,KMQ92342.1,9e-130
XP_003395579.1,KMQ92342.1,1e-128
XP_003395581.1,KMQ93740.1,0.0
XP_003395582.1,KMQ93738.1,0.0
XP_003395583.1,KMQ93739.1,5e-134
XP_003395584.1,KMR05303.1,3e-143
XP_003395585.1,KMQ85881.1,3e-150
XP_003395587.1,KMQ97033.1,0.0
XP_003395588.1,KMQ97033.1,0.0
XP_003395590.1,KMR00779.1,1e-60
XP_003395591.1,KMQ96778.1,7e-131
XP_003395593.1,KMR00778.1,6e-178
XP_003395595.1,KMR04919.1,4e-53
XP_003395596.2,KMQ96667.1,1e-173
XP_003395597.1,KMQ91785.1,6e-103
XP_003395601.1,KMR04534.1,0.0
XP_003395601.1,KMR04534.1,3e-93
XP_003395603.1,KMQ92982.1,0.0
XP_003395603.1,KMQ92982.1,5e-106
XP_003395604.1,KMQ90014.1,6e-56
XP_003395607.1,KMQ92341.1,1e-62
XP_003395609.1,KMQ83571.1,1e-96
XP_003395610.1,KMQ89646.1,0.0
XP_003395611.2,KMQ90714.1,5e-47
XP_003395612.1,KMQ87088.1,2e-86
XP_003395613.1,KMQ84517.1,0.0
XP_003395615.1,KMQ90975.1,7e-46
XP_003395616.1,KMQ90975.1,7e-46
XP_003395617.1,KMQ97386.1,0.0
XP_003395622.1,KMR01354.1,0.0
XP_003395623.1,KMQ83241.1,2e-168
XP_003395627.1,KMQ97387.1,1e-110
XP_003395628.1,KMQ95845.1,1e-74
XP_003395629.1,KMQ92879.1,6e-158
XP_003395631.1,KMQ96916.1,0.0
XP_003395631.1,KMQ96916.1,6e-65
XP_003395631.1,KMQ96916.1,4e-07
XP_003395637.1,KMQ89853.1,0.0
XP_003395638.1,KMQ94073.1,0.0
XP_003395638.1,KMQ94073.1,5e-33
XP_003395639.1,KMQ86548.1,0.0
XP_003395640.1,KMQ88176.1,1e-153
XP_003395643.1,KMQ94909.1,0.0
XP_003395644.1,KMQ94909.1,0.0
XP_003395645.1,KMQ93635.1,0.0
XP_003395646.1,KMR04998.1,0.0
XP_003395647.1,KMR04998.1,0.0
XP_003395652.1,KMQ95158.1,0.0
XP_003395653.2,KMQ96720.1,2e-158
XP_003395653.2,KMQ96720.1,9e-67
XP_003395655.1,KMQ93636.1,5e-114
XP_003395655.1,KMQ93636.1,5e-11
XP_003395656.1,KMQ96717.1,0.0
XP_003395657.1,KMQ95741.1,7e-54
XP_003395657.1,KMQ95741.1,9e-48
XP_003395658.1,KMQ92187.1,0.0
XP_003395661.1,KMQ94101.1,2e-59
XP_003395662.1,KMQ92186.1,0.0
XP_003395663.1,KMQ89699.1,4e-108
XP_003395664.1,KMQ97941.1,5e-87
XP_003395668.1,KMQ93680.1,0.0
XP_003395669.1,KMQ93680.1,0.0
XP_003395670.1,KMQ97414.1,8e-153
XP_003395672.1,KMQ89782.1,0.0
XP_003395675.1,KMQ94095.1,3e-158
XP_003395676.1,KMQ93737.1,0.0
XP_003395677.1,KMR05198.1,0.0
XP_003395679.1,KMQ88137.1,0.0
XP_003395681.1,KMR05201.1,9e-127
XP_003395684.1,KMQ94506.1,9e-34
XP_003395684.1,KMQ94506.1,2e-05
XP_003395685.1,KMQ97753.1,0.0
XP_003395686.1,KMQ97752.1,0.0
XP_003395688.1,KMQ93637.1,4e-58
XP_003395691.1,KMQ85711.1,0.0
XP_003395692.1,KMQ86621.1,0.0
XP_003395697.1,KMQ93634.1,0.0
XP_003395699.1,KMQ93404.1,4e-133
XP_003395701.1,KMQ96501.1,0.0
XP_003395701.1,KMQ96501.1,4e-12
XP_003395702.1,KMQ96501.1,0.0
XP_003395702.1,KMQ96501.1,4e-12
XP_003395703.1,KMQ91681.1,0.0
XP_003395705.1,KMQ90591.1,4e-121
XP_003395709.1,KMQ92685.1,0.0
XP_003395710.1,KMQ91225.1,5e-140
XP_003395711.1,KMQ91225.1,2e-139
XP_003395715.1,KMR04824.1,3e-64
XP_003395715.1,KMR04824.1,6e-10
XP_003395716.1,KMQ97050.1,0.0
XP_003395718.1,KMR02200.1,0.0
XP_003395719.1,KMQ97956.1,0.0
XP_003395721.1,KMQ97958.1,2e-169
XP_003395722.1,KMQ97957.1,0.0
XP_003395723.2,KMQ94278.1,0.0
XP_003395724.1,KMQ90085.1,6e-110
XP_003395725.1,KMQ92606.1,0.0
XP_003395726.1,KMQ92607.1,2e-128
XP_003395727.1,KMR01401.1,0.0
XP_003395727.1,KMR01401.1,2e-26
XP_003395729.1,KMQ97476.1,0.0
XP_003395731.1,KMQ91870.1,0.0
XP_003395732.1,KMQ97472.1,9e-123
XP_003395734.1,KMQ95763.1,0.0
XP_003395735.1,KMQ93678.1,8e-15
XP_003395735.1,KMQ93678.1,5e-14
XP_003395735.1,KMQ93678.1,2e-12
XP_003395735.1,KMQ93678.1,6e-11
XP_003395737.1,KMQ88818.1,1e-48
XP_003395737.1,KMQ88818.1,7e-07
XP_003395739.2,KMQ88819.1,4e-91
XP_003395740.1,KMQ95762.1,5e-114
XP_003395741.1,KMR01402.1,6e-19
XP_003395742.1,KMQ89226.1,6e-62
XP_003395744.1,KMQ88276.1,0.0
XP_003395748.1,KMQ87854.1,4e-116
XP_003395753.1,KMR04573.1,1e-156
XP_003395755.1,KMR04574.1,0.0
XP_003395757.1,KMQ90511.1,7e-84
XP_003395758.1,KMQ91535.1,9e-53
XP_003395758.1,KMQ91535.1,2e-45
XP_003395758.1,KMQ91535.1,5e-45
XP_003395758.1,KMQ91535.1,8e-35
XP_003395758.1,KMQ91535.1,2e-15
XP_003395765.1,KMQ96071.1,0.0
XP_003395766.1,KMQ96329.1,3e-17
XP_003395767.1,KMQ89021.1,2e-66
XP_003395769.1,KMQ89021.1,2e-66
XP_003395770.1,KMQ94406.1,2e-60
XP_003395771.1,KMQ97414.1,0.0
XP_003395772.1,KMQ97414.1,0.0
XP_003395774.1,KMQ96235.1,5e-67
XP_003395779.1,KMQ88618.1,1e-141
XP_003395780.1,KMQ96606.1,3e-55
XP_003395781.1,KMQ91085.1,5e-54
XP_003395783.1,KMQ96607.1,8e-160
XP_003395785.1,KMQ96679.1,2e-46
XP_003395786.1,KMQ96679.1,6e-46
XP_003395787.1,KMQ94493.1,2e-173
XP_003395788.1,KMQ94493.1,2e-173
XP_003395791.1,KMQ91413.1,0.0
XP_003395792.1,KMR03603.1,0.0
XP_003395793.1,KMQ92688.1,1e-134
XP_003395794.1,KMQ84686.1,3e-103
XP_003395795.1,KMQ97450.1,0.0
XP_003395796.1,KMQ98313.1,2e-85
XP_003395797.1,KMQ91688.1,0.0
XP_003395799.1,KMQ93699.1,0.0
XP_003395801.1,KMQ95579.1,0.0
XP_003395801.1,KMQ95579.1,9e-13
XP_003395802.1,KMQ93700.1,4e-116
XP_003395804.1,KMQ93701.1,6e-75
XP_003395805.1,KMQ87915.1,0.0
XP_003395807.1,KMQ96993.1,0.0
XP_003395808.1,KMQ96992.1,2e-140
XP_003395809.2,KMQ98301.1,0.0
XP_003395810.1,KMQ95730.1,0.0
XP_003395812.1,KMQ95895.1,0.0
XP_003395815.1,KMQ97001.1,3e-125
XP_003395818.1,KMQ96297.1,0.0
XP_003395819.1,KMQ96298.1,0.0
XP_003395823.1,KMQ97109.1,0.0
XP_003395824.1,KMQ97110.1,2e-25
XP_003395830.1,KMQ94495.1,1e-91
XP_003395831.1,KMQ96801.1,9e-73
XP_003395832.1,KMQ96798.1,0.0
XP_003395835.1,KMQ92254.1,0.0
XP_003395836.1,KMQ94558.1,0.0
XP_003395840.1,KMQ90892.1,0.0
XP_003395841.1,KMQ90489.1,4e-13
XP_003395843.1,KMQ93562.1,0.0
XP_003395844.1,KMQ94876.1,2e-105
XP_003395846.1,KMQ94873.1,1e-147
XP_003395847.1,KMQ88006.1,0.0
XP_003395848.1,KMQ95558.1,0.0
XP_003395848.1,KMQ95558.1,4e-32
XP_003395850.1,KMQ96337.1,1e-63
XP_003395852.1,KMQ95557.1,6e-28
XP_003395854.1,KMQ95553.1,6e-34
XP_003395855.1,KMQ95555.1,2e-34
XP_003395859.2,KMQ95922.1,4e-44
XP_003395860.1,KMQ86685.1,1e-74
XP_003395863.1,KMQ93582.1,8e-100
XP_003395864.1,KMQ84961.1,2e-85
XP_003395866.1,KMQ94183.1,0.0
XP_003395867.1,KMQ96604.1,1e-165
XP_003395868.1,KMQ92290.1,8e-163
XP_003395870.1,KMQ94424.1,2e-115
XP_003395870.1,KMQ94424.1,7e-17
XP_003395871.1,KMQ89090.1,0.0
XP_003395872.1,KMQ94424.1,1e-173
XP_003395873.1,KMQ97442.1,1e-108
XP_003395875.1,KMQ97442.1,1e-108
XP_003395878.1,KMQ92082.1,2e-158
XP_003395878.1,KMQ92082.1,7e-12
XP_003395879.1,KMQ90489.1,0.0
XP_003395884.1,KMQ97974.1,0.0
XP_003395885.1,KMQ94681.1,3e-33
XP_003395888.1,KMQ90611.1,0.0
XP_003395891.1,KMQ93626.1,0.0
XP_003395892.1,KMQ89707.1,0.0
XP_003395893.1,KMQ87140.1,1e-128
XP_003395894.1,KMQ94734.1,7e-158
XP_003395895.1,KMQ93768.1,0.0
XP_003395898.2,KMQ89715.1,4e-62
XP_003395900.1,KMQ87053.1,7e-21
XP_003395901.1,KMR02568.1,2e-09
XP_003395902.1,KMQ89358.1,4e-37
XP_003395903.1,KMQ93769.1,1e-98
XP_003395912.1,KMQ92968.1,4e-150
XP_003395914.1,KMQ89144.1,0.0
XP_003395919.1,KMQ98247.1,0.0
XP_003395922.1,KMQ97973.1,0.0
XP_003395924.1,KMR05005.1,1e-103
XP_003395925.1,KMQ89953.1,1e-38
XP_003395927.1,KMR05243.1,0.0
XP_003395928.1,KMQ82794.1,2e-68
XP_003395930.1,KMQ81638.1,4e-36
XP_003395933.1,KMQ91846.1,2e-170
XP_003395934.1,KMQ89374.1,1e-51
XP_003395935.1,KMQ98248.1,6e-51
XP_003395936.1,KMQ98248.1,6e-51
XP_003395937.2,KMQ93470.1,0.0
XP_003395939.1,KMQ91499.1,0.0
XP_003395943.1,KMQ93534.1,3e-38
XP_003395950.1,KMQ98249.1,2e-33
XP_003395952.1,KMR05116.1,5e-111
XP_003395953.1,KMQ88980.1,1e-104
XP_003395954.1,KMQ89139.1,5e-168
XP_003395955.1,KMR00221.1,0.0
XP_003395957.1,KMR00224.1,0.0
XP_003395962.1,KMQ94751.1,0.0
XP_003395963.1,KMQ94754.1,0.0
XP_003395964.1,KMQ94750.1,2e-165
XP_003395965.1,KMQ94750.1,4e-165
XP_003395966.1,KMQ91050.1,2e-68
XP_003395966.1,KMQ91050.1,3e-08
XP_003395968.1,KMQ93915.1,0.0
XP_003395969.1,KMR05118.1,0.0
XP_003395973.1,KMQ95649.1,1e-173
XP_003395974.1,KMQ95648.1,5e-160
XP_003395976.1,KMQ87780.1,0.0
XP_003395976.1,KMQ87780.1,4e-37
XP_003395977.1,KMQ87780.1,0.0
XP_003395977.1,KMQ87780.1,4e-37
XP_003395978.1,KMQ92073.1,0.0
XP_003395981.1,KMQ95992.1,0.0
XP_003395982.1,KMQ95991.1,0.0
XP_003395983.1,KMQ95990.1,1e-142
XP_003395984.1,KMQ98139.1,0.0
XP_003395987.1,KMQ98143.1,0.0
XP_003395987.1,KMQ98143.1,1e-10
XP_003395988.1,KMQ96793.1,0.0
XP_003395989.1,KMQ92184.1,0.0
XP_003395990.1,KMQ91473.1,7e-102
XP_003395991.1,KMQ97764.1,5e-31
XP_003395998.1,KMQ96939.1,2e-58
XP_003395999.1,KMQ92185.1,8e-95
XP_003396000.2,KMQ96028.1,0.0
XP_003396003.1,KMQ94778.1,3e-99
XP_003396005.1,KMQ94778.1,3e-99
XP_003396006.1,KMQ94778.1,3e-99
XP_003396007.1,KMQ90933.1,0.0
XP_003396009.1,KMQ90934.1,7e-116
XP_003396010.2,KMR04598.1,4e-13
XP_003396012.1,KMQ97614.1,2e-102
XP_003396012.1,KMQ97614.1,1e-17
XP_003396013.1,KMQ97613.1,0.0
XP_003396014.1,KMQ97612.1,0.0
XP_003396015.1,KMQ91561.1,0.0
XP_003396017.1,KMR02515.1,1e-36
XP_003396019.1,KMR02514.1,0.0
XP_003396020.1,KMQ94167.1,0.0
XP_003396021.1,KMQ94168.1,0.0
XP_003396022.1,KMQ95352.1,0.0
XP_003396023.1,KMQ96387.1,1e-147
XP_003396024.1,KMQ97718.1,0.0
XP_003396025.1,KMQ96386.1,0.0
XP_003396026.1,KMQ87278.1,6e-116
XP_003396026.1,KMQ87278.1,4e-65
XP_003396029.1,KMR05309.1,8e-22
XP_003396030.1,KMQ91547.1,0.0
XP_003396031.1,KMQ93200.1,0.0
XP_003396032.1,KMQ97566.1,3e-11
XP_003396034.1,KMQ89029.1,0.0
XP_003396035.1,KMQ87371.1,0.0
XP_003396039.1,KMQ99103.1,0.0
XP_003396040.1,KMQ93508.1,0.0
XP_003396041.1,KMQ97720.1,9e-107
XP_003396041.1,KMQ97720.1,6e-55
XP_003396043.1,KMQ94699.1,0.0
XP_003396044.1,KMQ94777.1,1e-62
XP_003396046.1,KMQ94130.1,3e-101
XP_003396049.1,KMQ97722.1,0.0
XP_003396050.1,KMR04794.1,5e-109
XP_003396051.1,KMQ97721.1,3e-105
XP_003396052.1,KMR04792.1,0.0
XP_003396053.1,KMQ94979.1,1e-42
XP_003396054.1,KMQ84002.1,1e-114
XP_003396055.1,KMQ86816.1,0.0
XP_003396056.1,KMQ90474.1,0.0
XP_003396057.1,KMQ91991.1,0.0
XP_003396059.1,KMQ87524.1,0.0
XP_003396061.1,KMQ90988.1,1e-101
XP_003396062.1,KMQ96682.1,0.0
XP_003396063.1,KMR01413.1,2e-84
XP_003396065.1,KMQ95710.1,2e-60
XP_003396066.1,KMQ86557.1,0.0
XP_003396069.1,KMQ97199.1,0.0
XP_003396071.1,KMQ96316.1,0.0
XP_003396074.1,KMQ89714.1,3e-54
XP_003396079.1,KMQ91726.1,5e-85
XP_003396081.1,KMQ96208.1,0.0
XP_003396082.1,KMQ91727.1,2e-95
XP_003396083.1,KMQ95261.1,5e-72
XP_003396084.1,KMQ96914.1,5e-87
XP_003396085.1,KMQ96912.1,0.0
XP_003396085.1,KMQ96912.1,2e-25
XP_003396086.1,KMQ94133.1,2e-08
XP_003396087.1,KMQ96317.1,1e-167
XP_003396092.1,KMQ98261.1,4e-88
XP_003396093.1,KMQ90865.1,2e-86
XP_003396094.1,KMQ90865.1,2e-78
XP_003396100.1,KMQ97744.1,0.0
XP_003396102.1,KMQ94450.1,3e-138
XP_003396102.1,KMQ94450.1,4e-38
XP_003396103.1,KMQ99405.1,6e-130
XP_003396106.1,KMQ96049.1,3e-98
XP_003396106.1,KMQ96049.1,2e-37
XP_003396107.1,KMQ92045.1,2e-142
XP_003396109.1,KMQ95706.1,6e-160
XP_003396112.1,KMQ97067.1,5e-91
XP_003396114.1,KMQ88512.1,4e-53
XP_003396115.1,KMQ97834.1,5e-158
XP_003396116.1,KMQ94907.1,0.0
XP_003396117.1,KMQ95709.1,0.0
XP_003396118.1,KMQ94512.1,0.0
XP_003396121.1,KMR01329.1,0.0
XP_003396127.1,KMR01330.1,7e-47
XP_003396128.1,KMR01417.1,3e-109
XP_003396129.1,KMQ96101.1,0.0
XP_003396132.2,KMR01474.1,0.0
XP_003396132.2,KMR01474.1,1e-177
XP_003396132.2,KMR01474.1,4e-173
XP_003396134.1,KMQ91651.1,1e-140
XP_003396136.1,KMQ94925.1,3e-34
XP_003396138.1,KMQ94132.1,8e-56
XP_003396138.1,KMQ94132.1,2e-18
XP_003396139.1,KMQ98289.1,6e-85
XP_003396140.1,KMQ94131.1,9e-121
XP_003396142.1,KMQ98263.1,8e-51
XP_003396146.1,KMQ83445.1,4e-67
XP_003396149.1,KMQ84746.1,2e-102
XP_003396150.2,KMQ96793.1,0.0
XP_003396151.1,KMQ94164.1,1e-120
XP_003396152.1,KMQ94164.1,2e-121
XP_003396155.1,KMR04791.1,3e-164
XP_003396156.1,KMR04790.1,1e-105
XP_003396157.1,KMQ95756.1,3e-146
XP_003396159.1,KMQ98288.1,0.0
XP_003396161.1,KMQ88280.1,8e-93
XP_003396162.1,KMQ86332.1,1e-11
XP_003396165.1,KMQ95794.1,0.0
XP_003396166.1,KMQ93813.1,0.0
XP_003396167.1,KMQ95793.1,0.0
XP_003396169.1,KMQ95792.1,0.0
XP_003396171.1,KMQ95794.1,0.0
XP_003396173.1,KMQ93814.1,0.0
XP_003396174.1,KMQ93304.1,0.0
XP_003396175.1,KMQ93303.1,0.0
XP_003396177.1,KMQ92727.1,5e-92
XP_003396179.1,KMQ90743.1,4e-97
XP_003396181.1,KMQ97970.1,0.0
XP_003396183.1,KMR00006.1,1e-138
XP_003396184.1,KMR00005.1,6e-146
XP_003396185.1,KMQ88355.1,0.0
XP_003396185.1,KMQ88355.1,4e-07
XP_003396186.1,KMR03208.1,4e-124
XP_003396187.1,KMR03208.1,1e-140
XP_003396189.1,KMQ96793.1,0.0
XP_003396192.2,KMQ85777.1,0.0
XP_003396199.1,KMQ83382.1,5e-15
XP_003396201.1,KMQ93448.1,0.0
XP_003396201.1,KMQ93448.1,8e-30
XP_003396203.1,KMQ86205.1,5e-94
XP_003396207.2,KMQ96333.1,1e-122
XP_003396208.2,KMQ96333.1,1e-122
XP_003396209.1,KMQ92425.1,1e-35
XP_003396210.1,KMQ90195.1,9e-75
XP_003396211.2,KMQ92022.1,0.0
XP_003396211.2,KMQ92022.1,2e-19
XP_003396214.1,KMQ92021.1,0.0
XP_003396215.1,KMQ95914.1,0.0
XP_003396220.1,KMQ83642.1,3e-102
XP_003396223.1,KMQ98108.1,7e-58
XP_003396223.1,KMQ98108.1,3e-36
XP_003396226.1,KMQ97726.1,4e-176
XP_003396227.1,KMQ93574.1,4e-40
XP_003396228.1,KMQ93703.1,4e-26
XP_003396229.1,KMQ94732.1,8e-134
XP_003396230.1,KMQ94732.1,2e-78
XP_003396231.1,KMQ88646.1,0.0
XP_003396233.1,KMQ96541.1,0.0
XP_003396235.1,KMQ96542.1,0.0
XP_003396237.1,KMQ96436.1,1e-70
XP_003396238.1,KMQ93046.1,2e-26
XP_003396239.1,KMQ93047.1,4e-62
XP_003396240.1,KMQ91214.1,2e-148
XP_003396242.1,KMQ89669.1,3e-37
XP_003396248.1,KMQ95772.1,0.0
XP_003396249.1,KMQ89383.1,3e-172
XP_003396250.1,KMQ87913.1,2e-152
XP_003396251.1,KMQ87914.1,3e-151
XP_003396252.1,KMQ95090.1,2e-171
XP_003396253.1,KMQ92030.1,0.0
XP_003396255.1,KMQ85030.1,5e-20
XP_003396256.1,KMR05137.1,9e-108
XP_003396259.1,KMQ95093.1,1e-45
XP_003396259.1,KMQ95093.1,1e-26
XP_003396260.1,KMQ95093.1,1e-45
XP_003396260.1,KMQ95093.1,2e-14
XP_003396262.1,KMQ92175.1,1e-106
XP_003396264.1,KMQ98419.1,0.0
XP_003396269.1,KMQ95033.1,6e-121
XP_003396269.1,KMQ95033.1,1e-14
XP_003396271.1,KMQ88207.1,4e-72
XP_003396272.1,KMQ88207.1,6e-72
XP_003396273.1,KMQ90836.1,0.0
XP_003396274.1,KMQ90837.1,0.0
XP_003396275.1,KMQ85426.1,1e-37
XP_003396277.1,KMQ85426.1,1e-37
XP_003396280.1,KMQ90127.1,1e-31
XP_003396282.1,KMR05202.1,0.0
XP_003396284.1,KMQ97913.1,0.0
XP_003396287.1,KMQ89230.1,0.0
XP_003396290.1,KMQ87312.1,4e-56
XP_003396294.1,KMQ97080.1,0.0
XP_003396295.1,KMQ97080.1,0.0
XP_003396296.1,KMQ92696.1,0.0
XP_003396297.1,KMQ89460.1,1e-23
XP_003396298.1,KMQ97506.1,2e-151
XP_003396299.1,KMQ86261.1,7e-14
XP_003396299.1,KMQ86261.1,3e-10
XP_003396299.1,KMQ86261.1,1e-06
XP_003396300.1,KMQ99508.1,2e-143
XP_003396301.2,KMQ99507.1,1e-171
XP_003396302.1,KMR04885.1,0.0
XP_003396302.1,KMR04885.1,3e-22
XP_003396304.1,KMQ99506.1,5e-80
XP_003396305.1,KMQ99509.1,5e-119
XP_003396306.1,KMQ99505.1,7e-155
XP_003396310.1,KMQ95505.1,7e-40
XP_003396311.1,KMQ97819.1,4e-74
XP_003396313.1,KMQ96643.1,0.0
XP_003396314.1,KMQ88276.1,9e-12
XP_003396314.1,KMQ88276.1,2e-07
XP_003396315.2,KMQ89626.1,1e-72
XP_003396316.1,KMQ84851.1,3e-104
XP_003396317.1,KMQ91463.1,1e-32
XP_003396318.1,KMQ91463.1,1e-32
XP_003396320.2,KMQ98323.1,1e-77
XP_003396322.1,KMQ90908.1,3e-137
XP_003396323.1,KMQ91979.1,2e-117
XP_003396325.1,KMQ95470.1,2e-137
XP_003396326.1,KMQ95470.1,0.0
XP_003396329.1,KMQ93902.1,5e-117
XP_003396331.1,KMQ87953.1,0.0
XP_003396332.1,KMQ87953.1,0.0
XP_003396333.1,KMQ88474.1,2e-33
XP_003396334.2,KMR04885.1,5e-103
XP_003396337.1,KMR04980.1,0.0
XP_003396338.1,KMQ90122.1,2e-83
XP_003396339.1,KMQ96905.1,0.0
XP_003396339.1,KMQ96905.1,8e-119
XP_003396341.1,KMQ91480.1,0.0
XP_003396342.2,KMQ93475.1,0.0
XP_003396343.1,KMQ97705.1,0.0
XP_003396344.1,KMQ94638.1,0.0
XP_003396345.1,KMQ94638.1,0.0
XP_003396346.1,KMQ91181.1,1e-18
XP_003396346.1,KMQ91181.1,7e-18
XP_003396346.1,KMQ91181.1,2e-06
XP_003396346.1,KMQ91181.1,5e-06
XP_003396347.1,KMQ93476.1,6e-95
XP_003396349.1,KMR03373.1,9e-126
XP_003396349.1,KMR03373.1,2e-101
XP_003396351.1,KMQ96790.1,0.0
XP_003396351.1,KMQ96790.1,2e-09
XP_003396352.1,KMQ96788.1,0.0
XP_003396355.2,KMQ96329.1,0.0
XP_003396357.1,KMQ93182.1,0.0
XP_003396358.1,KMQ93180.1,0.0
XP_003396358.1,KMQ93180.1,1e-36
XP_003396358.1,KMQ93180.1,6e-32
XP_003396359.1,KMQ91998.1,9e-95
XP_003396360.1,KMQ93181.1,4e-103
XP_003396363.1,KMQ88829.1,0.0
XP_003396363.1,KMQ88829.1,1e-136
XP_003396363.1,KMQ88829.1,3e-19
XP_003396363.1,KMQ88829.1,4e-13
XP_003396363.1,KMQ88829.1,1e-04
XP_003396368.1,KMQ91772.1,0.0
XP_003396369.1,KMQ94177.1,0.0
XP_003396370.1,KMQ97441.1,7e-110
XP_003396371.1,KMQ97441.1,7e-110
XP_003396373.1,KMQ95833.1,6e-13
XP_003396375.1,KMQ96661.1,0.0
XP_003396375.1,KMQ96661.1,3e-102
XP_003396376.1,KMQ92337.1,4e-86
XP_003396377.1,KMQ96455.1,5e-125
XP_003396378.1,KMQ96455.1,5e-125
XP_003396380.1,KMQ97097.1,2e-06
XP_003396383.1,KMQ93430.1,9e-118
XP_003396383.1,KMQ93430.1,3e-11
XP_003396387.1,KMQ84203.1,1e-22
XP_003396389.1,KMQ97911.1,1e-132
XP_003396390.1,KMQ95984.1,0.0
XP_003396391.1,KMQ82983.1,2e-99
XP_003396395.1,KMQ97895.1,4e-109
XP_003396396.1,KMQ88353.1,2e-129
XP_003396397.1,KMQ87774.1,1e-62
XP_003396398.2,KMQ91995.1,2e-169
XP_003396399.1,KMQ98093.1,5e-64
XP_003396400.1,KMQ98091.1,0.0
XP_003396403.1,KMQ98087.1,0.0
XP_003396405.1,KMQ92673.1,0.0
XP_003396406.1,KMQ96826.1,3e-11
XP_003396407.1,KMQ83514.1,4e-116
XP_003396408.1,KMQ94094.1,9e-176
XP_003396409.1,KMQ92672.1,7e-146
XP_003396410.1,KMQ96749.1,0.0
XP_003396412.1,KMQ97822.1,0.0
XP_003396413.1,KMQ90369.1,6e-25
XP_003396414.1,KMQ96365.1,0.0
XP_003396416.1,KMQ96363.1,6e-169
XP_003396417.1,KMQ96364.1,0.0
XP_003396418.1,KMQ92876.1,0.0
XP_003396419.1,KMQ92876.1,0.0
XP_003396421.1,KMQ95103.1,0.0
XP_003396425.2,KMQ82702.1,7e-40
XP_003396429.1,KMQ97750.1,1e-74
XP_003396431.1,KMQ97812.1,2e-96
XP_003396433.2,KMQ90835.1,0.0
XP_003396439.1,KMQ96870.1,8e-45
XP_003396444.2,KMQ89968.1,7e-39
XP_003396445.1,KMQ96789.1,2e-148
XP_003396454.1,KMQ93160.1,4e-175
XP_003396454.1,KMQ93160.1,2e-27
XP_003396454.1,KMQ93160.1,4e-25
XP_003396454.1,KMQ93160.1,3e-22
XP_003396454.1,KMQ93160.1,9e-22
XP_003396454.1,KMQ93160.1,7e-13
XP_003396456.1,KMQ94011.1,9e-15
XP_003396457.1,KMQ94679.1,0.0
XP_003396459.1,KMQ96324.1,0.0
XP_003396461.1,KMQ95573.1,2e-06
XP_003396466.1,KMR04548.1,1e-126
XP_003396468.1,KMQ83822.1,2e-44
XP_003396469.1,KMQ97639.1,0.0
XP_003396470.1,KMQ87538.1,3e-110
XP_003396471.1,KMQ94010.1,0.0
XP_003396472.1,KMQ91766.1,2e-109
XP_003396473.1,KMQ90080.1,5e-65
XP_003396474.1,KMQ95533.1,0.0
XP_003396475.1,KMQ95532.1,1e-38
XP_003396480.1,KMQ89781.1,0.0
XP_003396480.1,KMQ89781.1,3e-60
XP_003396481.1,KMQ86363.1,1e-56
XP_003396481.1,KMQ86363.1,3e-21
XP_003396482.1,KMR01392.1,0.0
XP_003396484.1,KMR01389.1,0.0
XP_003396485.1,KMQ97101.1,7e-123
XP_003396487.1,KMQ97285.1,0.0
XP_003396487.1,KMQ97285.1,9e-20
XP_003396487.1,KMQ97285.1,1e-06
XP_003396489.1,KMQ97632.1,1e-119
XP_003396491.1,KMQ92407.1,0.0
XP_003396493.1,KMQ96744.1,2e-05
XP_003396494.1,KMQ98083.1,3e-17
XP_003396495.1,KMQ87936.1,8e-37
XP_003396497.1,KMQ94129.1,0.0
