bt,am,evalue
XP_003401450.1,XP_003401450.1,0.0
XP_003401451.1,XP_003401451.1,0.0
XP_003401452.1,XP_003401452.1,6e-160
XP_003401453.1,XP_003401453.1,0.0
XP_003401454.1,XP_003401454.1,0.0
XP_003401455.1,XP_003401455.1,0.0
XP_003401457.1,XP_003401457.1,0.0
XP_003401459.1,XP_012172680.1,1e-98
XP_003401461.1,XP_012172688.1,0.0
XP_003401462.1,XP_003401462.1,3e-167
XP_003401463.1,XP_003401463.1,0.0
XP_003401464.1,XP_003401464.1,0.0
XP_003401465.1,XP_003401465.1,2e-145
XP_003401467.1,XP_012172348.1,0.0
XP_003401468.1,XP_012172690.1,0.0
XP_003401469.1,XP_003401469.1,2e-60
XP_003401472.1,XP_012172700.1,0.0
XP_003401475.1,XP_012172706.1,5e-179
XP_003401476.1,XP_003401476.1,1e-74
XP_003401477.1,XP_003401477.1,0.0
XP_003401478.1,XP_003401478.1,0.0
XP_003401479.1,XP_003401479.1,1e-106
XP_003401480.1,XP_003401480.1,7e-95
XP_003401481.2,XP_003401481.2,0.0
XP_003401482.1,XP_012172709.1,0.0
XP_003401483.1,XP_003401483.1,0.0
XP_003401484.2,XP_003401484.2,0.0
XP_003401485.2,XP_003401485.2,0.0
XP_003401488.1,XP_012172725.1,0.0
XP_003401489.1,XP_012172734.1,0.0
XP_003401490.2,XP_003401490.2,0.0
XP_003401491.1,XP_003401491.1,2e-175
XP_003401492.1,XP_003401492.1,2e-70
XP_003401494.1,XP_012172742.1,0.0
XP_003401496.1,XP_003401496.1,1e-143
XP_003401497.1,XP_003401497.1,0.0
XP_003401498.1,XP_012172747.1,0.0
XP_003401499.1,XP_012172750.1,0.0
XP_003401501.1,XP_012172755.1,0.0
XP_003401502.1,XP_003401502.1,0.0
XP_003401503.1,XP_003401503.1,0.0
XP_003401504.1,XP_003401504.1,0.0
XP_003401505.1,XP_003401505.1,0.0
XP_003401506.1,XP_012172761.1,0.0
XP_003401509.1,XP_003401509.1,0.0
XP_003401510.1,XP_003401510.1,0.0
XP_003401512.1,XP_003401512.1,2e-63
XP_003401513.1,XP_003401513.1,0.0
XP_003401515.1,XP_003401515.1,0.0
XP_003401517.1,XP_003401517.1,0.0
XP_003401518.1,XP_003401518.1,6e-178
XP_003401519.1,XP_003401519.1,0.0
XP_003401520.1,XP_003401520.1,1e-179
XP_003401521.1,XP_003401521.1,0.0
XP_003401523.1,XP_003401523.1,0.0
XP_003401525.1,XP_003401525.1,2e-165
XP_003401526.1,XP_003401526.1,0.0
XP_003401531.2,XP_003401531.2,9e-58
XP_003401534.1,XP_003401534.1,0.0
XP_003401536.1,XP_012172798.1,0.0
XP_003401538.1,XP_003401538.1,0.0
XP_003401539.1,XP_003401539.1,0.0
XP_003401540.1,XP_003401540.1,5e-151
XP_003401541.1,XP_003401541.1,7e-64
XP_003401545.1,XP_003401545.1,1e-172
XP_003401546.1,XP_003401546.1,5e-131
XP_003401547.1,XP_012172823.1,3e-125
XP_003401548.1,XP_003401548.1,4e-74
XP_003401549.1,XP_003401549.1,4e-104
XP_003401550.1,XP_012172827.1,0.0
XP_003401551.1,XP_012172832.1,0.0
XP_003401553.1,XP_012172831.1,2e-145
XP_003401554.1,XP_003401554.1,0.0
XP_003401559.1,XP_003401559.1,0.0
XP_003401561.2,XP_003401561.2,0.0
XP_003401563.2,XP_003401563.2,0.0
XP_003401565.1,XP_003401565.1,0.0
XP_003401566.2,XP_003401566.2,0.0
XP_003401567.2,XP_003401567.2,0.0
XP_003401568.1,XP_003401568.1,1e-98
XP_003401569.1,XP_003401569.1,0.0
XP_003401571.2,XP_012172390.1,3e-110
XP_003401572.1,XP_003401572.1,0.0
XP_003401575.2,XP_012172427.1,5e-162
XP_003401577.1,XP_003401577.1,0.0
XP_003401578.1,XP_003401578.1,9e-177
XP_003401583.1,XP_003401583.1,0.0
XP_003401584.1,XP_003401584.1,0.0
XP_003401586.1,XP_003401586.1,7e-179
XP_003401587.1,XP_003401587.1,2e-154
XP_003401588.2,XP_003401588.2,0.0
XP_003401590.1,XP_003401590.1,0.0
XP_003401591.1,XP_003401591.1,0.0
XP_003401598.1,XP_003401598.1,3e-48
XP_003401601.1,XP_012172667.1,0.0
XP_003401602.1,XP_003401602.1,1e-123
XP_003401606.2,XP_003401606.2,0.0
XP_003401608.1,XP_003401608.1,1e-174
XP_003401612.1,XP_003401612.1,9e-109
XP_003401613.1,XP_003401613.1,5e-162
XP_003401614.2,XP_003401614.2,0.0
XP_003401615.1,XP_003401615.1,1e-114
XP_003401616.1,XP_003401616.1,0.0
XP_003401617.1,XP_012172871.1,0.0
XP_003401618.1,XP_003401618.1,0.0
XP_003401619.1,XP_003401619.1,0.0
XP_003401620.1,XP_003401620.1,0.0
XP_003401622.1,XP_012172893.1,6e-148
XP_003401623.1,XP_003401623.1,0.0
XP_003401624.1,XP_012172889.1,0.0
XP_003401625.1,XP_012172899.1,3e-169
XP_003401626.1,XP_003401626.1,0.0
XP_003401628.1,XP_003401628.1,0.0
XP_003401629.1,XP_003401629.1,2e-154
XP_003401630.1,XP_012172902.1,0.0
XP_003401631.1,XP_012172903.1,0.0
XP_003401632.1,XP_003401632.1,0.0
XP_003401633.1,XP_003401633.1,0.0
XP_003401634.1,XP_003401634.1,0.0
XP_003401635.1,XP_003401635.1,0.0
XP_003401637.1,XP_003401637.1,9e-173
XP_003401638.1,XP_003401638.1,1e-175
XP_003401639.1,XP_003401639.1,0.0
XP_003401640.2,XP_003401640.2,0.0
XP_003401642.1,XP_003401642.1,7e-121
XP_003401650.1,XP_003401650.1,0.0
XP_003401651.1,XP_003401651.1,0.0
XP_003401655.1,XP_012172944.1,0.0
XP_003401656.1,XP_012172946.1,3e-88
XP_003401658.1,XP_012172941.1,5e-87
XP_003401664.1,XP_012172950.1,0.0
XP_003401665.1,XP_003401665.1,0.0
XP_003401666.1,XP_003401666.1,0.0
XP_003401667.1,XP_012172956.1,0.0
XP_003401668.1,XP_003401668.1,0.0
XP_003401670.1,XP_012172959.1,0.0
XP_003401671.1,XP_012172966.1,4e-178
XP_003401673.1,XP_003401673.1,1e-145
XP_003401674.1,XP_003401674.1,0.0
XP_003401677.1,XP_003401677.1,0.0
XP_003401679.1,XP_003401679.1,2e-147
XP_003401680.2,XP_003401680.2,0.0
XP_003401682.1,XP_003401682.1,0.0
XP_003401683.2,XP_003401683.2,0.0
XP_003401684.1,XP_012172954.1,0.0
XP_003401686.1,XP_012172979.1,0.0
XP_003401688.1,XP_003401688.1,0.0
XP_003401689.1,XP_003401689.1,0.0
XP_003401690.1,XP_012173056.1,8e-159
XP_003401691.1,XP_003401691.1,0.0
XP_003401692.1,XP_003401692.1,0.0
XP_003401693.1,XP_003401693.1,3e-88
XP_003401695.1,XP_003401695.1,0.0
XP_003401696.1,XP_003401696.1,8e-180
XP_003401697.1,XP_003401697.1,0.0
XP_003401698.1,XP_003401698.1,0.0
XP_003401699.1,XP_012173062.1,0.0
XP_003401700.1,XP_012173065.1,0.0
XP_003401703.1,XP_003401703.1,0.0
XP_003401706.1,XP_003401706.1,0.0
XP_003401707.1,XP_003401707.1,0.0
XP_003401708.1,XP_003401708.1,0.0
XP_003401711.1,XP_003401711.1,0.0
XP_003401712.1,XP_003401712.1,0.0
XP_003401713.1,XP_003401713.1,0.0
XP_003401714.1,XP_012173083.1,0.0
XP_003401715.1,XP_003401715.1,0.0
XP_003401716.1,XP_003401716.1,0.0
XP_003401717.1,XP_003401717.1,0.0
XP_003401718.1,XP_012173087.1,0.0
XP_003401721.1,XP_003401721.1,0.0
XP_003401722.1,XP_003401722.1,0.0
XP_003401723.1,XP_003401723.1,0.0
XP_003401724.1,XP_003401724.1,0.0
XP_003401725.1,XP_003401725.1,0.0
XP_003401726.1,XP_003401726.1,0.0
XP_003401728.1,XP_003401728.1,0.0
XP_003401729.1,XP_003401729.1,6e-81
XP_003401730.1,XP_003401730.1,0.0
XP_003401733.1,XP_003401733.1,0.0
XP_003401734.1,XP_003401734.1,0.0
XP_003401736.1,XP_003401736.1,0.0
XP_003401737.1,XP_003401737.1,0.0
XP_003401740.1,XP_003401740.1,0.0
XP_003401741.1,XP_003401741.1,0.0
XP_003401743.1,XP_003401743.1,1e-122
XP_003401744.1,XP_003401744.1,1e-119
XP_003401745.1,XP_012173112.1,1e-167
XP_003401747.1,XP_003401747.1,0.0
XP_003401751.1,XP_012173132.1,0.0
XP_003401752.1,XP_012173122.1,0.0
XP_003401753.1,XP_003401753.1,0.0
XP_003401754.1,XP_003401754.1,0.0
XP_003401755.1,XP_012173130.1,3e-92
XP_003401757.1,XP_012173002.1,0.0
XP_003401758.2,XP_012173142.1,0.0
XP_003401759.1,XP_003401759.1,5e-155
XP_003401760.1,XP_003401760.1,7e-156
XP_003401761.1,XP_003401761.1,2e-77
XP_003401762.1,XP_003401762.1,0.0
XP_003401763.1,XP_003401763.1,4e-62
XP_003401764.1,XP_003401764.1,0.0
XP_003401766.1,XP_003401766.1,0.0
XP_003401768.1,XP_003401768.1,0.0
XP_003401769.1,XP_012173148.1,0.0
XP_003401770.1,XP_012173151.1,0.0
XP_003401771.1,XP_012173151.1,0.0
XP_003401772.1,XP_012173152.1,0.0
XP_003401773.1,XP_003401773.1,0.0
XP_003401774.2,XP_003401774.2,0.0
XP_003401775.1,XP_003401775.1,0.0
XP_003401776.1,XP_012172991.1,0.0
XP_003401777.1,XP_003401777.1,0.0
XP_003401778.1,XP_003401778.1,0.0
XP_003401779.1,XP_003401779.1,0.0
XP_003401781.1,XP_003401781.1,0.0
XP_003401782.1,XP_003401782.1,0.0
XP_003401783.1,XP_012173158.1,1e-178
XP_003401784.1,XP_003401784.1,0.0
XP_003401785.1,XP_012173000.1,7e-122
XP_003401786.1,XP_003401786.1,0.0
XP_003401787.1,XP_003401787.1,3e-167
XP_003401792.1,XP_012173192.1,0.0
XP_003401793.1,XP_003401793.1,0.0
XP_003401794.1,XP_003401794.1,0.0
XP_003401796.1,XP_003401796.1,0.0
XP_003401797.1,XP_003401797.1,0.0
XP_003401798.1,XP_003401798.1,0.0
XP_003401800.1,XP_012173173.1,3e-78
XP_003401803.1,XP_003401803.1,0.0
XP_003401804.1,XP_003401804.1,0.0
XP_003401805.1,XP_003401805.1,0.0
XP_003401806.1,XP_003401806.1,4e-157
XP_003401807.1,XP_003401807.1,1e-147
XP_003401808.1,XP_003401808.1,0.0
XP_003401810.1,XP_003401810.1,2e-124
XP_003401812.1,XP_003401812.1,1e-82
XP_003401813.1,XP_003401813.1,0.0
XP_003401815.2,XP_003401815.2,0.0
XP_003401816.1,XP_003401816.1,0.0
XP_003401817.1,XP_003401817.1,2e-148
XP_003401819.1,XP_003401819.1,1e-154
XP_003401822.1,XP_003401822.1,0.0
XP_003401823.1,XP_003401823.1,3e-97
XP_003401824.2,XP_003401824.2,0.0
XP_003401825.1,XP_012173208.1,0.0
XP_003401826.1,XP_003401826.1,0.0
XP_003401828.1,XP_003401828.1,6e-134
XP_003401829.1,XP_003401829.1,0.0
XP_003401831.1,XP_003401831.1,3e-144
XP_003401833.1,XP_003401833.1,0.0
XP_003401834.1,XP_003401834.1,0.0
XP_003401835.1,XP_003401835.1,0.0
XP_003401838.1,XP_003401838.1,0.0
XP_003401839.1,XP_003401839.1,0.0
XP_003401840.1,XP_003401840.1,0.0
XP_003401842.1,XP_003401842.1,0.0
XP_003401844.1,XP_003401844.1,0.0
XP_003401847.1,XP_012173235.1,0.0
XP_003401849.1,XP_003401849.1,0.0
XP_003401850.1,XP_003401850.1,1e-150
XP_003401853.1,XP_003401853.1,0.0
XP_003401854.1,XP_003401854.1,4e-169
XP_003401855.1,XP_003401855.1,0.0
XP_003401857.1,XP_012173262.1,0.0
XP_003401858.1,XP_012173261.1,8e-90
XP_003401861.1,XP_003401861.1,0.0
XP_003401862.1,XP_003401862.1,0.0
XP_003401863.1,XP_003401863.1,0.0
XP_003401865.1,XP_003401865.1,0.0
XP_003401866.1,XP_012173267.1,0.0
XP_003401867.1,XP_003401867.1,1e-175
XP_003401868.1,XP_003401870.1,2e-119
XP_003401869.1,XP_003401870.1,2e-119
XP_003401870.1,XP_003401870.1,2e-119
XP_003401871.2,XP_003401871.2,0.0
XP_003401872.1,XP_012173290.1,0.0
XP_003401873.1,XP_012173294.1,0.0
XP_003401875.1,XP_003401875.1,0.0
XP_003401876.1,XP_012173299.1,0.0
XP_003401877.1,XP_012173299.1,0.0
XP_003401878.1,XP_003401878.1,0.0
XP_003401880.1,XP_003401880.1,6e-142
XP_003401881.1,XP_003401881.1,8e-109
XP_003401882.1,XP_003401882.1,0.0
XP_003401883.1,XP_012173305.1,0.0
XP_003401894.1,XP_003401894.1,0.0
XP_003401899.1,XP_003401899.1,7e-157
XP_003401903.1,XP_003401903.1,0.0
XP_003401905.1,XP_003401905.1,0.0
XP_003401908.1,XP_003401908.1,0.0
XP_003401910.1,XP_003401910.1,0.0
XP_003401911.1,XP_003401911.1,0.0
XP_003401913.1,XP_012172989.1,0.0
XP_003401914.1,XP_003401914.1,0.0
XP_003401916.2,XP_003401916.2,0.0
XP_003401917.1,XP_012173041.1,9e-61
XP_003401919.1,XP_012173043.1,0.0
XP_003401920.1,XP_003401920.1,0.0
XP_003401921.1,XP_003401921.1,0.0
XP_003401922.1,XP_012172996.1,0.0
XP_003401923.1,XP_012173044.1,0.0
XP_003401924.1,XP_003401924.1,0.0
XP_003401925.1,XP_003401925.1,0.0
XP_003401926.1,XP_012173046.1,0.0
XP_003401927.1,XP_012173400.1,1e-82
XP_003401928.1,XP_003401928.1,0.0
XP_003401929.1,XP_003401929.1,5e-179
XP_003401930.1,XP_003401930.1,0.0
XP_003401931.1,XP_003401931.1,4e-142
XP_003401932.1,XP_012173409.1,0.0
XP_003401933.1,XP_003401933.1,0.0
XP_003401934.1,XP_012173413.1,8e-114
XP_003401935.1,XP_012173413.1,8e-114
XP_003401936.1,XP_003401936.1,0.0
XP_003401938.2,XP_003401938.2,4e-97
XP_003401939.1,XP_003401939.1,0.0
XP_003401940.1,XP_012173423.1,0.0
XP_003401941.1,XP_012173325.1,2e-139
XP_003401942.1,XP_003401942.1,0.0
XP_003401943.1,XP_012173425.1,1e-101
XP_003401944.1,XP_003401944.1,0.0
XP_003401945.1,XP_003401945.1,0.0
XP_003401946.1,XP_003401946.1,0.0
XP_003401947.1,XP_003401947.1,2e-107
XP_003401948.1,XP_003401948.1,0.0
XP_003401949.1,XP_012173436.1,0.0
XP_003401950.1,XP_012173435.1,0.0
XP_003401951.1,XP_003401951.1,0.0
XP_003401952.1,XP_003401954.1,6e-94
XP_003401953.1,XP_003401954.1,6e-94
XP_003401954.1,XP_003401954.1,3e-100
XP_003401955.2,XP_003401955.2,0.0
XP_003401956.1,XP_003401956.1,0.0
XP_003401959.1,XP_012173454.1,0.0
XP_003401963.1,XP_003401963.1,1e-99
XP_003401964.1,XP_003401964.1,6e-133
XP_003401965.1,XP_003401965.1,0.0
XP_003401966.1,XP_003401966.1,0.0
XP_003401967.1,XP_003401967.1,0.0
XP_003401968.1,XP_003401968.1,0.0
XP_003401969.1,XP_003401969.1,0.0
XP_003401971.1,XP_003401971.1,0.0
XP_003401972.1,XP_003401971.1,0.0
XP_003401976.1,XP_003401976.1,5e-106
XP_003401977.1,XP_003401976.1,7e-85
XP_003401978.1,XP_003401978.1,0.0
XP_003401982.1,XP_003401982.1,0.0
XP_003401983.1,XP_012173485.1,0.0
XP_003401984.1,XP_012173327.1,0.0
XP_003401985.1,XP_012173488.1,0.0
XP_003401986.1,XP_003401986.1,0.0
XP_003401989.1,XP_003401989.1,0.0
XP_003401990.1,XP_003401990.1,2e-108
XP_003401991.1,XP_003401991.1,0.0
XP_003401993.1,XP_003401993.1,1e-94
XP_003401995.2,XP_012173505.1,0.0
XP_003401998.2,XP_003401998.2,0.0
XP_003402001.1,XP_003402001.1,0.0
XP_003402004.1,XP_003402004.1,0.0
XP_003402005.1,XP_003402005.1,0.0
XP_003402009.2,XP_012173326.1,0.0
XP_003402010.2,XP_003402010.2,0.0
XP_003402013.1,XP_003402013.1,1e-107
XP_003402017.1,XP_003402017.1,0.0
XP_003402018.1,XP_003402018.1,0.0
XP_003402021.1,XP_012173574.1,0.0
XP_003402022.1,XP_003402022.1,0.0
XP_003402023.1,XP_012173575.1,0.0
XP_003402024.1,XP_003402024.1,0.0
XP_003402026.1,XP_003402026.1,0.0
XP_003402028.1,XP_003402028.1,3e-124
XP_003402030.2,XP_003402030.2,3e-86
XP_003402031.1,XP_003402031.1,0.0
XP_003402033.1,XP_012173595.1,0.0
XP_003402034.1,XP_012173334.1,0.0
XP_003402036.1,XP_003402036.1,1e-60
XP_003402045.1,XP_003402045.1,0.0
XP_003402047.1,XP_003402047.1,0.0
XP_003402050.2,XP_003402050.2,0.0
XP_003402053.1,XP_003402053.1,0.0
XP_003402056.1,XP_003402056.1,0.0
XP_003402063.1,XP_003402063.1,0.0
XP_003402064.1,XP_003402064.1,0.0
XP_003402067.1,XP_003402067.1,0.0
XP_003402069.1,XP_012173586.1,0.0
XP_003402071.1,XP_003402071.1,0.0
XP_003402077.1,XP_003402077.1,0.0
XP_003402078.1,XP_012173352.1,0.0
XP_003402082.1,XP_003402082.1,0.0
XP_003402083.1,XP_003402083.1,5e-147
XP_003402084.1,XP_012173364.1,4e-140
XP_003402085.1,XP_012173364.1,4e-140
XP_003402088.1,XP_003402088.1,1e-177
XP_003402089.1,XP_003402089.1,1e-139
XP_003402090.1,XP_003402090.1,7e-119
XP_003402091.1,XP_003402091.1,0.0
XP_003402092.1,XP_012173374.1,0.0
XP_003402093.2,XP_003402093.2,0.0
XP_003402094.1,XP_012173380.1,0.0
XP_003402095.1,XP_012173386.1,0.0
XP_003402096.1,XP_003402096.1,0.0
XP_003402097.1,XP_003402097.1,0.0
XP_003402099.1,XP_003402099.1,0.0
XP_003402101.1,XP_012173400.1,1e-82
XP_003402102.1,XP_012173399.1,0.0
XP_003402105.1,XP_012173669.1,9e-84
XP_003402106.2,XP_012173647.1,2e-157
XP_003402108.1,XP_012173665.1,0.0
XP_003402109.1,XP_003402109.1,0.0
XP_003402110.1,XP_012173655.1,0.0
XP_003402112.1,XP_012173671.1,0.0
XP_003402113.1,XP_003402113.1,0.0
XP_003402114.1,XP_003402114.1,0.0
XP_003402116.1,XP_003402116.1,0.0
XP_003402117.1,XP_003402117.1,0.0
XP_003402118.1,XP_003402118.1,0.0
XP_003402119.1,XP_003402119.1,0.0
XP_003402120.1,XP_003402120.1,5e-134
XP_003402121.1,XP_003402121.1,0.0
XP_003402122.1,XP_003402122.1,7e-149
XP_003402123.1,XP_003402123.1,2e-85
XP_003402125.1,XP_003402125.1,2e-175
XP_003402126.1,XP_012173619.1,0.0
XP_003402127.1,XP_003402127.1,0.0
XP_003402130.1,XP_003402130.1,0.0
XP_003402131.1,XP_003402131.1,0.0
XP_003402132.1,XP_003402132.1,0.0
XP_003402133.1,XP_003402133.1,0.0
XP_003402134.1,XP_003402134.1,0.0
XP_003402135.1,XP_003402135.1,0.0
XP_003402136.1,XP_003402136.1,0.0
XP_003402137.1,XP_003402137.1,1e-46
XP_003402140.1,XP_003402140.1,0.0
XP_003402141.1,XP_003402141.1,0.0
XP_003402143.1,XP_003402144.1,0.0
XP_003402144.1,XP_003402144.1,0.0
XP_003402146.1,XP_003402146.1,0.0
XP_003402147.1,XP_003402147.1,0.0
XP_003402148.1,XP_003402148.1,0.0
XP_003402149.1,XP_003402149.1,0.0
XP_003402152.1,XP_003402152.1,1e-167
XP_003402153.1,XP_003402153.1,0.0
XP_003402154.1,XP_003402154.1,0.0
XP_003402156.1,XP_003402156.1,0.0
XP_003402158.1,XP_012173714.1,0.0
XP_003402159.1,XP_012173621.1,0.0
XP_003402160.1,XP_003402160.1,0.0
XP_003402161.1,XP_003402162.1,1e-157
XP_003402162.1,XP_003402162.1,1e-157
XP_003402164.1,XP_003402164.1,5e-77
XP_003402165.1,XP_012173719.1,6e-94
XP_003402166.1,XP_003402166.1,0.0
XP_003402169.1,XP_012173723.1,0.0
XP_003402170.1,XP_003402170.1,0.0
XP_003402171.1,XP_003402171.1,0.0
XP_003402172.1,XP_003402172.1,0.0
XP_003402173.2,XP_003402173.2,8e-112
XP_003402174.1,XP_003402174.1,0.0
XP_003402180.1,XP_003402180.1,0.0
XP_003402181.1,XP_003402181.1,6e-65
XP_003402189.1,XP_003402189.1,0.0
XP_003402194.1,XP_012173628.1,0.0
XP_003402196.1,XP_003402196.1,0.0
XP_003402198.1,XP_003402198.1,0.0
XP_003402200.1,XP_003402200.1,0.0
XP_003402202.1,XP_003402202.1,2e-73
XP_003402203.1,XP_003402203.1,2e-113
XP_003402205.1,XP_003402205.1,0.0
XP_003402206.1,XP_012173613.1,0.0
XP_003402207.2,XP_003402207.2,0.0
XP_003402208.1,XP_003402208.1,0.0
XP_003402209.1,XP_003402209.1,0.0
XP_003402210.1,XP_003402210.1,0.0
XP_003402212.1,XP_012173640.1,2e-112
XP_003402213.1,XP_012173642.1,2e-168
XP_003402214.1,XP_003402214.1,0.0
XP_003402215.1,XP_012173643.1,0.0
XP_003402217.1,XP_012173653.1,0.0
XP_003402218.1,XP_012173667.1,3e-166
XP_003402219.1,XP_012173667.1,3e-166
XP_003402220.1,XP_003402220.1,5e-140
XP_003402221.1,XP_012173733.1,0.0
XP_003402222.1,XP_003402222.1,2e-78
XP_003402225.2,XP_003402225.2,0.0
XP_003402227.1,XP_012173764.1,0.0
XP_003402230.1,XP_003402230.1,0.0
XP_003402231.1,XP_003402231.1,0.0
XP_003402232.1,XP_003402232.1,0.0
XP_003402233.1,XP_012173769.1,0.0
XP_003402235.1,XP_003402235.1,7e-126
XP_003402236.1,XP_012173775.1,0.0
XP_003402237.1,XP_003402237.1,0.0
XP_003402243.1,XP_003402243.1,0.0
XP_003402244.1,XP_003402244.1,0.0
XP_003402246.1,XP_003402246.1,0.0
XP_003402247.1,XP_003402247.1,0.0
XP_003402248.1,XP_003402248.1,0.0
XP_003402251.2,XP_003402251.2,1e-102
XP_003402252.1,XP_003402252.1,4e-129
XP_003402255.1,XP_012173795.1,0.0
XP_003402256.1,XP_012173801.1,0.0
XP_003402257.2,XP_003402257.2,0.0
XP_003402258.1,XP_003402258.1,0.0
XP_003402259.1,XP_003402259.1,0.0
XP_003402261.1,XP_003402261.1,0.0
XP_003402263.1,XP_003402263.1,1e-67
XP_003402265.1,XP_012173826.1,4e-155
XP_003402266.1,XP_012173826.1,4e-155
XP_003402269.1,XP_012173842.1,0.0
XP_003402271.1,XP_003402271.1,0.0
XP_003402272.1,XP_003402272.1,0.0
XP_003402277.1,XP_003402277.1,0.0
XP_003402281.2,XP_003402281.2,0.0
XP_003402282.1,XP_003402282.1,0.0
XP_003402283.1,XP_003402283.1,2e-71
XP_003402285.1,XP_003402285.1,0.0
XP_003402287.1,XP_003402287.1,0.0
XP_003402288.1,XP_003402288.1,0.0
XP_003402290.1,XP_012173854.1,0.0
XP_003402291.2,XP_003402291.2,0.0
XP_003402293.1,XP_012173868.1,0.0
XP_003402294.1,XP_003402294.1,0.0
XP_003402295.1,XP_003402295.1,0.0
XP_003402296.1,XP_003402296.1,0.0
XP_003402297.1,XP_003402297.1,0.0
XP_003402298.1,XP_003402298.1,1e-170
XP_003402299.1,XP_003402299.1,0.0
XP_003402300.1,XP_003402300.1,0.0
XP_003402301.2,XP_003402301.2,0.0
XP_003402302.2,XP_003402302.2,0.0
XP_003402305.1,XP_003402305.1,0.0
XP_003402307.1,XP_003402307.1,0.0
XP_003402308.1,XP_003402308.1,0.0
XP_003402310.1,XP_003402310.1,2e-163
XP_003402313.1,XP_003402313.1,0.0
XP_003402314.1,XP_003402314.1,0.0
XP_003402316.1,XP_003402316.1,0.0
XP_003402319.1,XP_003402319.1,0.0
XP_003402320.1,XP_003402320.1,0.0
XP_003402321.1,XP_003402321.1,0.0
XP_003402322.1,XP_012173948.1,5e-74
XP_003402326.1,XP_003402326.1,0.0
XP_003402329.1,XP_003402329.1,0.0
XP_003402330.1,XP_003402330.1,0.0
XP_003402332.1,XP_012173914.1,2e-148
XP_003402333.2,XP_003402333.2,0.0
XP_003402334.1,XP_003402334.1,0.0
XP_003402337.1,XP_003402337.1,0.0
XP_003402338.1,XP_003402338.1,0.0
XP_003402342.1,XP_003402342.1,0.0
XP_003402345.1,XP_012173955.1,1e-146
XP_003402350.1,XP_012173961.1,0.0
XP_003402351.1,XP_003402351.1,1e-138
XP_003402355.1,XP_003402355.1,3e-83
XP_003402357.1,XP_003402357.1,0.0
XP_003402359.1,XP_003402359.1,0.0
XP_003402360.2,XP_003402360.2,0.0
XP_003402363.1,XP_012173977.1,0.0
XP_003402365.1,XP_003402365.1,0.0
XP_003402369.1,XP_003402369.1,0.0
XP_003402370.1,XP_003402370.1,0.0
XP_003402371.1,XP_003402371.1,0.0
XP_003402376.1,XP_003402376.1,0.0
XP_003402379.1,XP_003402379.1,0.0
XP_003402383.1,XP_003402383.1,0.0
XP_003402388.2,XP_003402388.2,0.0
XP_003402390.2,XP_003402390.2,0.0
XP_003402391.2,XP_003402391.2,0.0
XP_003402392.2,XP_003402392.2,0.0
XP_003402394.2,XP_003402394.2,9e-90
XP_003402395.2,XP_003402395.2,0.0
XP_003402397.2,XP_003402397.2,0.0
XP_003402398.2,XP_003402398.2,0.0
XP_003402399.1,XP_003402399.1,3e-65
XP_003402400.1,XP_003402400.1,0.0
XP_003402401.1,XP_003402401.1,8e-132
XP_003402402.1,XP_003402402.1,8e-70
XP_003402404.1,XP_012174131.1,0.0
XP_003402405.1,XP_003402405.1,0.0
XP_003402406.1,XP_012174128.1,0.0
XP_003402408.1,XP_003402408.1,0.0
XP_003402409.1,XP_012174037.1,6e-85
XP_003402410.1,XP_003402410.1,2e-88
XP_003402411.1,XP_003402411.1,1e-105
XP_003402412.1,XP_012174141.1,0.0
XP_003402413.1,XP_012174142.1,0.0
XP_003402417.1,XP_003402417.1,1e-159
XP_003402418.1,XP_003402418.1,0.0
XP_003402419.1,XP_003402419.1,0.0
XP_003402420.1,XP_012174150.1,0.0
XP_003402421.1,XP_003402421.1,1e-129
XP_003402422.1,XP_003402422.1,0.0
XP_003402423.1,XP_003402423.1,0.0
XP_003402425.1,XP_012174155.1,0.0
XP_003402426.1,XP_003402426.1,0.0
XP_003402428.1,XP_003402428.1,0.0
XP_003402429.1,XP_012174160.1,6e-91
XP_003402432.1,XP_012174163.1,0.0
XP_003402434.1,XP_003402434.1,0.0
XP_003402435.1,XP_003402435.1,0.0
XP_003402437.1,XP_003402437.1,2e-177
XP_003402440.1,XP_003402440.1,0.0
XP_003402441.1,XP_003402441.1,0.0
XP_003402442.1,XP_012174183.1,0.0
XP_003402444.1,XP_003402444.1,8e-75
XP_003402445.1,XP_003402445.1,0.0
XP_003402446.1,XP_012174196.1,6e-168
XP_003402449.1,XP_003402449.1,0.0
XP_003402456.2,XP_003402456.2,0.0
XP_003402457.1,XP_003402457.1,9e-150
XP_003402458.1,XP_003402458.1,0.0
XP_003402461.1,XP_012174145.1,0.0
XP_003402465.1,XP_003402465.1,0.0
XP_003402466.1,XP_003402466.1,0.0
XP_003402467.1,XP_003402467.1,0.0
XP_003402471.1,XP_003402471.1,0.0
XP_003402472.1,XP_003402472.1,0.0
XP_003402473.1,XP_012174019.1,3e-170
XP_003402474.1,XP_003402474.1,0.0
XP_003402475.1,XP_012174019.1,3e-170
XP_003402476.1,XP_003402476.1,0.0
XP_003402478.1,XP_003402478.1,0.0
XP_003402479.1,XP_012174083.1,0.0
XP_003402480.1,XP_003402480.1,0.0
XP_003402481.1,XP_003402481.1,0.0
XP_003402482.2,XP_003402482.2,0.0
XP_003402483.2,XP_003402483.2,0.0
